# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 72 10266 612810 8061 3764437541 10338 0.0000000 0.0000000 108.7500000 14.8593750
-1.5000000 60.0 84 10277 615494 7972 3764437605 10361 0.0000000 0.0000000 108.7500000 14.8593750
-1.2500000 60.0 230 10370 623832 8053 3764437669 10600 0.0000000 0.0000000 108.7500000 14.8593750
-1.0000000 60.0 408 10447 623380 7990 3764437733 10855 0.0000000 0.0000000 108.7500000 14.8593750
-0.7500000 60.0 614 10176 653785 7971 3764437797 10790 0.0000000 0.0000000 108.7500000 14.8593750
-0.5000000 60.0 670 10255 621061 8028 3764437861 10925 0.0000000 0.0000000 108.7500000 14.8593750
-0.2500000 60.0 621 10371 612490 7992 3764437926 10992 0.0000000 0.0000000 108.7500000 14.8593750
0.0000000 60.0 370 10157 626180 8040 3764437990 10527 0.0000000 0.0000000 108.7500000 14.8593750
0.2500000 60.0 191 10265 628979 7943 3764438054 10456 0.0000000 0.0000000 108.7500000 14.8593750
0.5000000 60.0 81 10426 622898 7845 3764438118 10507 0.0000000 0.0000000 108.7500000 14.8593750
0.7500000 60.0 74 10338 621018 8062 3764438182 10412 0.0000000 0.0000000 108.7500000 14.8593750
1.0000000 60.0 230 10417 637699 7923 3764438247 10647 0.0000000 0.0000000 108.7500000 14.8593750
1.2500000 60.0 400 10428 636599 7935 3764438311 10828 0.0000000 0.0000000 108.7500000 14.8593750
1.5000000 60.0 581 10240 673799 8018 3764438375 10821 0.0000000 0.0000000 108.7500000 14.8593750
1.7500000 60.0 619 10367 623183 7927 3764438439 10986 0.0000000 0.0000000 108.7500000 14.8593750
