# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 67 10499 677545 7903 3764486978 10566 0.0000000 0.0000000 110.3247070 14.7593750
-1.5000000 60.0 113 10346 689730 7983 3764487042 10459 0.0000000 0.0000000 110.3247070 14.7593750
-1.2500000 60.0 229 10435 632871 7928 3764487107 10664 0.0000000 0.0000000 110.3247070 14.7593750
-1.0000000 60.0 473 10622 660680 7812 3764487171 11095 0.0000000 0.0000000 110.3247070 14.7593750
-0.7500000 60.0 589 10364 688665 7895 3764487235 10953 0.0000000 0.0000000 110.3247070 14.7593750
-0.5000000 60.0 663 10326 713258 7828 3764487299 10989 0.0000000 0.0000000 110.3247070 14.7593750
-0.2500000 60.0 569 10495 722331 7731 3764487364 11064 0.0000000 0.0000000 110.3247070 14.7593750
0.0000000 60.0 357 10301 723386 8003 3764487428 10658 0.0000000 0.0000000 110.3247070 14.7593750
0.2500000 60.0 163 10469 680102 7842 3764487492 10632 0.0000000 0.0000000 110.3247070 14.7593750
0.5000000 60.0 84 10434 625045 7965 3764487556 10518 0.0000000 0.0000000 110.3247070 14.7593750
0.7500000 60.0 82 10293 665990 7868 3764487621 10375 0.0000000 0.0000000 110.3247070 14.7593750
1.0000000 60.0 266 10533 674987 7838 3764487685 10799 0.0000000 0.0000000 110.3247070 14.7593750
1.2500000 60.0 446 10145 645578 7809 3764487749 10591 0.0000000 0.0000000 110.3247070 14.7593750
1.5000000 60.0 646 10377 635598 7832 3764487814 11023 0.0000000 0.0000000 110.3247070 14.7593750
1.7500000 60.0 625 10566 665062 7817 3764487878 11191 0.0000000 0.0000000 110.3247070 14.7593750
