# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 108 5542 630173 7838 3764475202 5650 0.0000000 0.0000000 109.9501950 13.1750000
-1.5000000 60.0 282 5516 626114 7752 3764475266 5798 0.0000000 0.0000000 109.9501950 13.1750000
-1.2500000 60.0 986 5510 626023 7988 3764475330 6496 0.0000000 0.0000000 109.9501950 13.1750000
-1.0000000 60.0 1871 5500 623875 7854 3764475394 7371 0.0000000 0.0000000 109.9501950 13.1750000
-0.7500000 60.0 2450 5542 676598 7855 3764475458 7992 0.0000000 0.0000000 109.9501950 13.1750000
-0.5000000 60.0 2619 5574 662673 7936 3764475523 8193 0.0000000 0.0000000 109.9501950 13.1750000
-0.2500000 60.0 2181 5520 648902 7871 3764475587 7701 0.0000000 0.0000000 109.9501950 13.1750000
0.0000000 60.0 1386 5422 662629 7763 3764475651 6808 0.0000000 0.0000000 109.9501950 13.1750000
0.2500000 60.0 493 5623 623917 7861 3764475715 6116 0.0000000 0.0000000 109.9501950 13.1750000
0.5000000 60.0 143 5496 613902 7914 3764475780 5639 0.0000000 0.0000000 109.9501950 13.1750000
0.7500000 60.0 339 5582 614635 8068 3764475844 5921 0.0000000 0.0000000 109.9501950 13.1750000
1.0000000 60.0 1024 5561 734519 7923 3764475908 6585 0.0000000 0.0000000 109.9501950 13.1750000
1.2500000 60.0 1898 5495 651581 7799 3764475972 7393 0.0000000 0.0000000 109.9501950 13.1750000
1.5000000 60.0 2510 5689 608846 7841 3764476037 8199 0.0000000 0.0000000 109.9501950 13.1750000
1.7500000 60.0 2547 5549 619048 8005 3764476101 8096 0.0000000 0.0000000 109.9501950 13.1750000
