# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 115 7808 622053 8032 3764432836 7923 0.0000000 0.0000000 108.5996090 13.5031250
-1.5000000 60.0 120 8057 620055 7891 3764432900 8177 0.0000000 0.0000000 108.5996090 13.5031250
-1.2500000 60.0 517 7842 624352 7938 3764432964 8359 0.0000000 0.0000000 108.5996090 13.5031250
-1.0000000 60.0 1023 7819 621714 7893 3764433029 8842 0.0000000 0.0000000 108.5996090 13.5031250
-0.7500000 60.0 1372 7907 623998 7965 3764433093 9279 0.0000000 0.0000000 108.5996090 13.5031250
-0.5000000 60.0 1535 7997 624247 8058 3764433157 9532 0.0000000 0.0000000 108.5996090 13.5031250
-0.2500000 60.0 1349 7947 625559 7952 3764433221 9296 0.0000000 0.0000000 108.5996090 13.5031250
0.0000000 60.0 893 8022 613724 8056 3764433285 8915 0.0000000 0.0000000 108.5996090 13.5031250
0.2500000 60.0 399 8010 615344 8054 3764433350 8409 0.0000000 0.0000000 108.5996090 13.5031250
0.5000000 60.0 127 8178 642434 7867 3764433414 8305 0.0000000 0.0000000 108.5996090 13.5031250
0.7500000 60.0 129 8335 640222 8037 3764433478 8464 0.0000000 0.0000000 108.5996090 13.5031250
1.0000000 60.0 486 7963 635531 7948 3764433542 8449 0.0000000 0.0000000 108.5996090 13.5031250
1.2500000 60.0 979 7986 650165 8081 3764433606 8965 0.0000000 0.0000000 108.5996090 13.5031250
1.5000000 60.0 1480 7793 649958 8019 3764433671 9273 0.0000000 0.0000000 108.5996090 13.5031250
1.7500000 60.0 1513 8053 645367 7858 3764433735 9566 0.0000000 0.0000000 108.5996090 13.5031250
