# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 58 9827 677999 7935 3764416375 9885 0.0000000 0.0000000 108.0747070 14.7937500
-1.5000000 60.0 147 9786 634478 7981 3764416439 9933 0.0000000 0.0000000 108.0747070 14.7937500
-1.2500000 60.0 372 9762 633393 7942 3764416503 10134 0.0000000 0.0000000 108.0747070 14.7937500
-1.0000000 60.0 618 9833 657188 7950 3764416567 10451 0.0000000 0.0000000 108.0747070 14.7937500
-0.7500000 60.0 766 9994 714292 7945 3764416632 10760 0.0000000 0.0000000 108.0747070 14.7937500
-0.5000000 60.0 796 9943 696984 7873 3764416696 10739 0.0000000 0.0000000 108.0747070 14.7937500
-0.2500000 60.0 635 9938 670059 8032 3764416760 10573 0.0000000 0.0000000 108.0747070 14.7937500
0.0000000 60.0 387 9777 639216 7911 3764416824 10164 0.0000000 0.0000000 108.0747070 14.7937500
0.2500000 60.0 146 9760 638764 7988 3764416888 9906 0.0000000 0.0000000 108.0747070 14.7937500
0.5000000 60.0 58 9659 637559 8004 3764416952 9717 0.0000000 0.0000000 108.0747070 14.7937500
0.7500000 60.0 131 9946 645517 7891 3764417016 10077 0.0000000 0.0000000 108.0747070 14.7937500
1.0000000 60.0 347 9888 624505 7899 3764417081 10235 0.0000000 0.0000000 108.0747070 14.7937500
1.2500000 60.0 602 10017 649997 7903 3764417145 10619 0.0000000 0.0000000 108.0747070 14.7937500
1.5000000 60.0 708 9946 686380 7889 3764417209 10654 0.0000000 0.0000000 108.0747070 14.7937500
1.7500000 60.0 733 9859 672244 7949 3764417273 10592 0.0000000 0.0000000 108.0747070 14.7937500
