# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 132 6241 689976 8023 3764454014 6373 0.0000000 0.0000000 109.2749020 13.6718750
-1.5000000 60.0 255 6218 688014 7916 3764454078 6473 0.0000000 0.0000000 109.2749020 13.6718750
-1.2500000 60.0 790 6281 688659 7923 3764454142 7071 0.0000000 0.0000000 109.2749020 13.6718750
-1.0000000 60.0 1585 6294 680926 8038 3764454207 7879 0.0000000 0.0000000 109.2749020 13.6718750
-0.7500000 60.0 2148 6245 685622 8123 3764454271 8393 0.0000000 0.0000000 109.2749020 13.6718750
-0.5000000 60.0 2301 5979 691280 8111 3764454335 8280 0.0000000 0.0000000 109.2749020 13.6718750
-0.2500000 60.0 2012 6149 693045 7917 3764454399 8161 0.0000000 0.0000000 109.2749020 13.6718750
0.0000000 60.0 1273 6242 689038 7979 3764454463 7515 0.0000000 0.0000000 109.2749020 13.6718750
0.2500000 60.0 546 6249 692145 8075 3764454528 6795 0.0000000 0.0000000 109.2749020 13.6718750
0.5000000 60.0 155 6118 688006 7856 3764454592 6273 0.0000000 0.0000000 109.2749020 13.6718750
0.7500000 60.0 225 6430 686891 8101 3764454656 6655 0.0000000 0.0000000 109.2749020 13.6718750
1.0000000 60.0 799 6352 688838 8035 3764454720 7151 0.0000000 0.0000000 109.2749020 13.6718750
1.2500000 60.0 1568 6321 689735 8102 3764454784 7889 0.0000000 0.0000000 109.2749020 13.6718750
1.5000000 60.0 2187 6199 686173 7960 3764454849 8386 0.0000000 0.0000000 109.2749020 13.6718750
1.7500000 60.0 2221 6255 683522 8071 3764454913 8476 0.0000000 0.0000000 109.2749020 13.6718750
