# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-4.998779 10.0 953 1099 76339 6 3781853986 959 0.000000 0.000000
-4.801025 10.0 750 1304 76282 8 3781854003 758 0.000000 0.000000
-4.603271 10.0 630 1430 77053 16 3781854019 646 0.000000 0.000000
-4.394531 10.0 476 1654 77384 17 3781854035 493 0.000000 0.000000
-4.196777 10.0 254 1912 76667 13 3781854052 267 0.000000 0.000000
-3.999023 10.0 265 1823 76288 11 3781854068 276 0.000000 0.000000
-3.812256 10.0 281 1890 76345 10 3781854084 291 0.000000 0.000000
-3.603516 10.0 412 1641 76728 14 3781854100 426 0.000000 0.000000
-3.394775 10.0 715 1397 75992 8 3781854117 723 0.000000 0.000000
-3.186035 10.0 830 1160 75981 5 3781854133 835 0.000000 0.000000
-2.999268 10.0 1031 1108 76615 7 3781854149 1038 0.000000 0.000000
-2.812500 10.0 880 1226 76499 17 3781854165 2106 0.000000 0.000000
-2.614746 10.0 636 1319 76753 8 3781854181 1955 0.000000 0.000000
-2.395020 10.0 475 1571 76532 16 3781854198 2046 0.000000 0.000000
-2.197266 10.0 358 1812 76348 9 3781854214 2170 0.000000 0.000000
-1.999512 10.0 248 1822 76565 13 3781854230 2070 0.000000 0.000000
-1.801758 10.0 295 1777 76055 9 3781854246 2072 0.000000 0.000000
-1.614990 10.0 398 1670 76091 15 3781854263 2068 0.000000 0.000000
-1.395264 10.0 601 1373 76799 9 3781854279 1974 0.000000 0.000000
-1.197510 10.0 695 1356 75894 13 3781854295 2051 0.000000 0.000000
-0.999756 10.0 885 1121 75659 6 3781854311 2006 0.000000 0.000000
-0.791016 10.0 846 1197 76283 9 3781854328 2043 0.000000 0.000000
-0.615234 10.0 771 1302 76470 12 3781854344 2073 0.000000 0.000000
-0.406494 10.0 547 1523 76291 14 3781854360 2070 0.000000 0.000000
-0.197754 10.0 345 1713 76358 9 3781854376 2058 0.000000 0.000000
-0.010986 10.0 262 1862 76710 9 3781854393 2124 0.000000 0.000000
0.186768 10.0 256 1785 76259 6 3781854409 2041 0.000000 0.000000
0.406494 10.0 352 1752 76219 12 3781854425 2104 0.000000 0.000000
0.593262 10.0 523 1552 77658 11 3781854441 2075 0.000000 0.000000
0.802002 10.0 792 1431 76479 4 3781854458 2223 0.000000 0.000000
0.999756 10.0 845 1220 76891 6 3781854474 2065 0.000000 0.000000
1.197510 10.0 911 1144 76635 11 3781854490 2055 0.000000 0.000000
1.384277 10.0 813 1288 76307 16 3781854507 2101 0.000000 0.000000
1.593018 10.0 672 1545 75798 11 3781854523 2217 0.000000 0.000000
1.801758 10.0 381 1668 75832 11 3781854539 2049 0.000000 0.000000
1.999512 10.0 407 1755 76982 17 3781854555 2162 0.000000 0.000000
2.197266 10.0 199 1801 76035 15 3781854571 2000 0.000000 0.000000
2.395020 10.0 379 1775 76085 9 3781854588 2154 0.000000 0.000000
2.603760 10.0 569 1518 75915 9 3781854604 2087 0.000000 0.000000
2.801514 10.0 748 1412 75702 9 3781854620 2160 0.000000 0.000000
2.999268 10.0 813 1219 76480 12 3781854637 2032 0.000000 0.000000
3.208008 10.0 928 1124 76287 15 3781854653 2052 0.000000 0.000000
3.383789 10.0 912 1202 76090 9 3781854669 2114 0.000000 0.000000
3.603516 10.0 573 1414 76117 7 3781854686 1987 0.000000 0.000000
3.801270 10.0 417 1641 76196 9 3781854702 2058 0.000000 0.000000
3.999023 10.0 240 1854 75949 19 3781854718 2094 0.000000 0.000000
4.185791 10.0 233 1958 75952 14 3781854734 2191 0.000000 0.000000
4.383545 10.0 292 1763 76772 7 3781854750 2055 0.000000 0.000000
4.592285 10.0 506 1582 75960 13 3781854767 2088 0.000000 0.000000
4.801025 10.0 657 1410 76153 15 3781854783 2067 0.000000 0.000000
4.998779 10.0 843 1172 75871 7 3781854799 2015 0.000000 0.000000
