# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 82 6873 635638 7964 3764204024 6955 0.0000000 0.0000000 109.4248050 11.8062500
-1.5000000 60.0 98 7031 616958 8042 3764204088 7129 0.0000000 0.0000000 109.4248050 11.8062500
-1.2500000 60.0 271 7055 620440 7960 3764204153 7326 0.0000000 0.0000000 109.4248050 11.8062500
-1.0000000 60.0 676 6915 619300 7981 3764204217 7591 0.0000000 0.0000000 109.4248050 11.8062500
-0.7500000 60.0 963 6840 618622 7957 3764204281 7803 0.0000000 0.0000000 109.4248050 11.8062500
-0.5000000 60.0 1074 6803 689494 7960 3764204345 7877 0.0000000 0.0000000 109.4248050 11.8062500
-0.2500000 60.0 875 7006 682362 7875 3764204410 7881 0.0000000 0.0000000 109.4248050 11.8062500
0.0000000 60.0 595 6908 653755 7958 3764204474 7503 0.0000000 0.0000000 109.4248050 11.8062500
0.2500000 60.0 260 7010 634680 7932 3764204538 7270 0.0000000 0.0000000 109.4248050 11.8062500
0.5000000 60.0 62 6864 632905 7881 3764204602 6926 0.0000000 0.0000000 109.4248050 11.8062500
0.7500000 60.0 87 6841 626398 7930 3764204666 6928 0.0000000 0.0000000 109.4248050 11.8062500
1.0000000 60.0 314 7072 620637 7898 3764204731 7386 0.0000000 0.0000000 109.4248050 11.8062500
1.2500000 60.0 625 7008 610828 7982 3764204795 7633 0.0000000 0.0000000 109.4248050 11.8062500
1.5000000 60.0 964 6861 672419 7907 3764204859 7825 0.0000000 0.0000000 109.4248050 11.8062500
1.7500000 60.0 1074 6914 702181 8031 3764204923 7988 0.0000000 0.0000000 109.4248050 11.8062500
