# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 101 5301 643659 8128 3764208733 5402 0.0000000 0.0000000 109.5751950 11.6031250
-1.5000000 60.0 142 5207 637007 7908 3764208797 5349 0.0000000 0.0000000 109.5751950 11.6031250
-1.2500000 60.0 599 5226 652539 7942 3764208862 5825 0.0000000 0.0000000 109.5751950 11.6031250
-1.0000000 60.0 1144 5174 680412 7820 3764208926 6318 0.0000000 0.0000000 109.5751950 11.6031250
-0.7500000 60.0 1484 5255 695772 8087 3764208990 6739 0.0000000 0.0000000 109.5751950 11.6031250
-0.5000000 60.0 1700 5240 668778 8027 3764209054 6940 0.0000000 0.0000000 109.5751950 11.6031250
-0.2500000 60.0 1530 5079 687725 7911 3764209119 6609 0.0000000 0.0000000 109.5751950 11.6031250
0.0000000 60.0 972 5104 693751 8002 3764209183 6076 0.0000000 0.0000000 109.5751950 11.6031250
0.2500000 60.0 393 5109 704809 8011 3764209247 5502 0.0000000 0.0000000 109.5751950 11.6031250
0.5000000 60.0 117 5193 617282 7907 3764209311 5310 0.0000000 0.0000000 109.5751950 11.6031250
0.7500000 60.0 181 5171 622638 7950 3764209375 5352 0.0000000 0.0000000 109.5751950 11.6031250
1.0000000 60.0 608 5334 630135 7836 3764209440 5942 0.0000000 0.0000000 109.5751950 11.6031250
1.2500000 60.0 1107 5247 637884 7978 3764209504 6354 0.0000000 0.0000000 109.5751950 11.6031250
1.5000000 60.0 1554 5302 634866 7885 3764209568 6856 0.0000000 0.0000000 109.5751950 11.6031250
1.7500000 60.0 1775 5261 621647 7936 3764209632 7036 0.0000000 0.0000000 109.5751950 11.6031250
