*Begin rocking: 30/03/2023 10:51:33
*Points: 0
*
*notes: 
*Rho-Axis: 9.240
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6720100	5	5	7	59625	115	12
         1	1.6720400	5	7	5	60354	103	12
         2	1.6721000	5	7	7	60417	109	14
         3	1.6721600	5	7	7	60567	142	14
         4	1.6722100	5	9	7	59288	168	16
         5	1.6722600	5	14	13	60229	211	27
         6	1.6723000	5	24	13	60514	224	37
         7	1.6723600	5	42	26	60277	288	68
         8	1.6724100	5	47	34	59726	310	81
         9	1.6724600	5	66	84	59709	358	150
        10	1.6725000	5	77	91	61357	423	168
        11	1.6725500	5	116	176	60614	465	292
        12	1.6726000	5	134	225	60204	511	359
        13	1.6726500	5	142	275	60395	567	417
        14	1.6727100	5	162	350	59592	583	512
        15	1.6727500	5	198	388	52873	601	586
        16	1.6728100	5	171	366	52480	600	537
        17	1.6728500	5	180	369	59708	629	549
        18	1.6729100	5	171	292	58352	565	463
        19	1.6729500	5	167	255	59281	545	422
        20	1.6730000	5	146	217	59555	508	363
        21	1.6730600	5	106	138	59695	502	244
        22	1.6731000	5	70	84	60885	426	154
        23	1.6731600	5	56	34	58632	390	90
        24	1.6732000	5	41	39	54646	432	80
        25	1.6732500	5	61	64	56030	407	125
        26	1.6733100	5	62	55	57339	441	117
        27	1.6733600	5	43	39	57559	431	82
        28	1.6734100	5	54	42	59208	436	96
        29	1.6734500	5	85	110	57612	460	195
        30	1.6735100	5	106	137	58677	527	243
        31	1.6735500	5	134	247	57447	521	381
        32	1.6736000	5	145	300	57912	595	445
        33	1.6736600	5	192	357	52525	588	549
        34	1.6737000	5	192	373	56494	620	565
        35	1.6737500	5	222	396	53905	583	618
        36	1.6738100	5	199	358	54798	595	557
        37	1.6738600	5	182	311	56527	497	493
        38	1.6739000	5	157	244	55933	451	401
        39	1.6739600	5	124	201	49251	448	325
        40	1.6740000	5	102	137	55720	404	239
        41	1.6740500	5	79	78	54889	342	157
        42	1.6741200	5	47	37	55993	268	84
        43	1.6741600	5	49	28	54481	296	77
        44	1.6742100	5	25	12	55774	223	37
        45	1.6742600	5	25	7	55501	188	32
        46	1.6743000	5	13	7	54698	161	20
        47	1.6743500	5	9	7	54685	133	16
        48	1.6744100	5	9	4	56236	99	13
        49	1.6744500	5	3	3	55125	91	6
        50	1.6745000	5	4	3	54500	85	7
        51	1.6745500	5	4	1	55282	85	5
*stopped by user: 30/03/2023 10:57:24
