*Begin rocking: 30/03/2023 09:37:37
*Points: 0
*
*notes: 
*Rho-Axis: 9.240
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6720200	5	5	82	59028	75	87
         1	1.6720500	5	15	93	57811	93	108
         2	1.6721000	5	15	96	58175	107	111
         3	1.6721500	5	30	135	58204	107	165
         4	1.6722000	5	23	118	58352	127	141
         5	1.6722500	5	36	161	59386	169	197
         6	1.6722900	5	82	174	58250	178	256
         7	1.6723500	5	112	199	58803	217	311
         8	1.6724000	5	148	250	59166	278	398
         9	1.6724500	5	227	261	58763	288	488
        10	1.6725100	5	307	262	59093	320	569
        11	1.6725500	5	323	291	57728	293	614
        12	1.6726000	5	330	270	60239	315	600
        13	1.6726500	5	421	287	59561	335	708
        14	1.6727000	5	314	247	60070	316	561
        15	1.6727500	5	303	240	58104	316	543
        16	1.6728000	5	265	235	58717	298	500
        17	1.6728500	5	211	237	57474	303	448
        18	1.6729000	5	209	221	58865	243	430
        19	1.6729500	5	127	198	58426	241	325
        20	1.6730000	5	71	166	58667	204	237
        21	1.6730600	5	54	201	59051	183	255
        22	1.6731000	5	69	180	59238	213	249
        23	1.6731600	5	70	216	59516	219	286
        24	1.6732100	5	58	189	58054	214	247
        25	1.6732600	5	42	191	58518	192	233
        26	1.6733000	5	64	203	58815	194	267
        27	1.6733500	5	78	231	58405	227	309
        28	1.6734100	5	131	220	58495	251	351
        29	1.6734600	5	167	267	57476	290	434
        30	1.6735100	5	226	254	59913	323	480
        31	1.6735500	5	295	321	58609	328	616
        32	1.6736100	5	331	291	58549	346	622
        33	1.6736600	5	379	268	58657	356	647
        34	1.6737000	5	364	252	58523	293	616
        35	1.6737600	5	367	240	57688	292	607
        36	1.6738100	5	317	228	59452	282	545
        37	1.6738600	5	288	214	59071	280	502
        38	1.6739100	5	212	163	58934	250	375
        39	1.6739500	5	184	140	56655	199	324
        40	1.6740100	5	126	133	58069	167	259
        41	1.6740500	5	89	119	59471	137	208
        42	1.6741100	5	54	89	58036	134	143
        43	1.6741500	5	29	92	58608	110	121
        44	1.6742100	5	18	92	58398	94	110
        45	1.6742500	5	12	93	60621	76	105
        46	1.6743000	5	11	67	58712	66	78
        47	1.6743500	5	11	61	59261	65	72
        48	1.6744000	5	4	52	59412	53	56
*stopped by user: 30/03/2023 09:43:08
