*Begin rocking: 29/03/2023 10:44:40
*Points: 0
*
*notes: 
*Rho-Axis: 9.280
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6731100	2	266	1030	22924	1124	1296
         1	1.6731400	2	397	1161	21623	1254	1558
         2	1.6731900	2	703	1360	23982	1609	2063
         3	1.6732400	2	893	1716	23556	1799	2609
         4	1.6733000	2	1189	2228	27112	2254	3417
         5	1.6733400	2	1545	2795	22758	2500	4340
         6	1.6733800	2	1641	3185	22003	2587	4826
         7	1.6734400	2	1509	3472	23139	2519	4981
         8	1.6734900	2	1384	3549	24387	2581	4933
         9	1.6735400	2	1250	3485	19795	2390	4735
        10	1.6735900	2	1311	2944	22678	2195	4255
        11	1.6736500	2	1349	2381	21406	2032	3730
        12	1.6736900	2	978	2035	23197	1853	3013
        13	1.6737500	2	741	1562	23768	1563	2303
        14	1.6737900	2	611	1311	25166	1354	1922
        15	1.6738500	2	298	1083	25362	1034	1381
        16	1.6739100	2	196	848	25676	887	1044
*stopped by user: 29/03/2023 10:45:43
