*Begin rocking: 30/03/2023 14:05:13
*Points: 0
*
*notes: 
*Rho-Axis: 9.240
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6720500	5	8	7	55066	210	15
         1	1.6720500	5	6	7	55405	202	13
         2	1.6721000	5	9	11	55625	239	20
         3	1.6721600	5	15	26	55217	303	41
         4	1.6722100	5	22	43	56490	341	65
         5	1.6722400	5	35	48	56917	360	83
         6	1.6723000	5	48	84	56524	477	132
         7	1.6723600	5	82	147	56937	588	229
         8	1.6724000	5	66	209	57232	644	275
         9	1.6724500	5	86	311	56961	694	397
        10	1.6725000	5	113	402	56848	700	515
        11	1.6725500	5	137	458	55534	721	595
        12	1.6726000	5	140	477	57186	747	617
        13	1.6726600	5	138	498	57683	706	636
        14	1.6727100	5	141	427	55423	716	568
        15	1.6727600	5	103	418	55884	692	521
        16	1.6728000	5	93	261	57663	590	354
        17	1.6728600	5	64	171	59728	528	235
        18	1.6729000	5	58	127	56097	558	185
        19	1.6729600	5	38	106	53967	525	144
        20	1.6730000	5	33	95	51776	450	128
        21	1.6730600	5	18	43	62788	363	61
        22	1.6731000	5	22	14	62983	333	36
        23	1.6731500	5	10	23	62344	292	33
        24	1.6732000	5	7	13	63097	284	20
        25	1.6732400	5	4	19	63659	281	23
        26	1.6733100	5	6	57	62053	311	63
        27	1.6733600	5	4	80	62611	358	84
        28	1.6734000	5	1	32	61895	342	33
        29	1.6734600	5	4	12	62473	324	16
        30	1.6735000	5	1	17	61255	368	18
        31	1.6735600	5	0	27	59227	422	27
        32	1.6736100	5	2	58	56738	454	60
        33	1.6736500	5	1	114	59246	581	115
        34	1.6737100	5	0	181	55769	630	181
        35	1.6737500	5	2	266	64371	696	268
        36	1.6738100	5	1	359	64172	719	360
        37	1.6738500	5	4	417	64036	735	421
        38	1.6739000	5	1	527	62959	786	528
        39	1.6739600	5	2	554	62732	758	556
        40	1.6740200	5	0	437	62515	700	437
        41	1.6740500	5	0	460	63346	680	460
        42	1.6741000	5	1	310	54062	637	311
        43	1.6741500	5	2	253	61463	559	255
        44	1.6742100	5	2	169	58385	495	171
        45	1.6742500	5	1	91	60243	439	92
        46	1.6743200	5	1	56	51381	380	57
        47	1.6743600	5	0	44	64681	328	44
        48	1.6744100	5	0	30	64356	264	30
        49	1.6744500	5	2	16	63953	216	18
        50	1.6745100	5	0	11	63765	156	11
        51	1.6745500	5	0	5	65847	182	5
        52	1.6746100	5	2	7	65317	159	9
        53	1.6746500	5	1	5	63793	125	6
        54	1.6747100	5	0	6	64333	121	6
*stopped by user: 30/03/2023 14:11:24
