*Begin rocking: 02/04/2023 12:03:38
*Points: 0
*
*notes: 
*Rho-Axis: 9.240
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6720100	10	9	249	87312	1	258
         1	1.6720500	10	4	312	71848	0	316
         2	1.6720900	10	15	354	82536	1	369
         3	1.6721600	10	13	417	99791	3	430
         4	1.6722000	10	12	472	98453	0	484
         5	1.6722500	10	19	520	111063	1	539
         6	1.6723000	10	27	592	111787	2	619
         7	1.6723600	10	38	726	109731	3	764
         8	1.6724100	10	71	769	89797	0	840
         9	1.6724500	10	83	847	112034	2	930
        10	1.6725000	10	93	917	102589	2	1010
        11	1.6725500	10	129	921	87425	1	1050
        12	1.6726000	10	118	904	95968	2	1022
        13	1.6726600	10	180	960	87617	1	1140
        14	1.6727000	10	177	916	49406	1	1093
        15	1.6727600	10	184	910	77448	4	1094
        16	1.6728100	10	177	906	82204	0	1083
        17	1.6728500	10	140	907	82690	0	1047
        18	1.6729000	10	145	895	53020	1	1040
        19	1.6729400	10	105	922	86685	1	1027
        20	1.6730000	10	110	855	85405	1	965
        21	1.6730500	10	60	886	102566	0	946
        22	1.6731100	10	54	830	99876	0	884
        23	1.6731500	10	26	716	99301	2	742
        24	1.6732000	10	25	647	101306	3	672
        25	1.6732500	10	15	535	98213	2	550
        26	1.6733100	10	17	562	99188	0	579
        27	1.6733500	10	16	579	93410	1	595
        28	1.6734000	10	6	588	96364	1	594
        29	1.6734500	10	8	635	96322	1	643
        30	1.6735000	10	2	603	96875	4	605
        31	1.6735500	10	7	637	97418	2	644
        32	1.6736000	10	3	702	96415	3	705
        33	1.6736500	10	4	759	95438	4	763
        34	1.6737000	10	4	790	96117	2	794
        35	1.6737500	10	2	872	96235	3	874
        36	1.6738100	10	4	935	97230	2	939
        37	1.6738500	10	5	987	98652	0	992
        38	1.6739100	10	4	941	97343	3	945
        39	1.6739600	10	2	969	96673	1	971
        40	1.6740000	10	2	952	95870	2	954
        41	1.6740600	10	3	918	96709	1	921
        42	1.6741000	10	4	876	96356	4	880
        43	1.6741500	10	1	880	96866	0	881
        44	1.6742000	10	3	848	96409	4	851
        45	1.6742600	10	2	860	96964	1	862
        46	1.6742900	10	3	772	95268	1	775
        47	1.6743500	10	1	746	96623	2	747
        48	1.6744100	10	2	665	96812	0	667
        49	1.6744400	10	1	602	95574	1	603
        50	1.6745000	10	1	479	96434	3	480
        51	1.6745600	10	3	432	96319	1	435
        52	1.6746000	10	2	400	96290	2	402
        53	1.6746600	10	0	310	96313	2	310
        54	1.6747100	10	0	293	96386	1	293
        55	1.6747500	10	1	257	95495	2	258
        56	1.6748000	10	0	237	94676	0	237
        57	1.6748500	10	0	202	95266	0	202
        58	1.6749100	10	2	180	96673	3	182
        59	1.6749600	10	1	178	94914	0	179
        60	1.6750000	10	1	163	98108	3	164
*stopped by user: 02/04/2023 12:15:30
