*Begin rocking: 04/03/2023 11:24:46
*Points: 0
*
*notes: 
*Rho-Axis: 9.180
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.2503200	5	2	175	72718	0	177
         1	1.2503700	5	4	177	71820	0	181
         2	1.2504300	5	9	226	72770	0	235
         3	1.2504700	5	7	255	72464	0	262
         4	1.2505100	5	5	322	71662	0	327
         5	1.2505800	5	19	374	72091	1	393
         6	1.2506200	5	27	427	73081	2	454
         7	1.2506800	5	41	493	70607	4	534
         8	1.2507200	5	98	649	72070	1	747
         9	1.2507800	5	121	716	71993	0	837
        10	1.2508200	5	180	778	71723	0	958
        11	1.2508700	5	241	811	71748	2	1052
        12	1.2509100	5	344	814	72390	0	1158
        13	1.2509700	5	412	804	73253	1	1216
        14	1.2510200	5	412	820	72576	0	1232
        15	1.2510600	5	426	704	72738	2	1130
        16	1.2511200	5	468	681	70926	2	1149
        17	1.2511900	5	385	725	71245	1	1110
        18	1.2512200	5	285	714	72770	1	999
        19	1.2512800	5	258	725	71822	0	983
        20	1.2513200	5	203	661	73287	0	864
        21	1.2513800	5	140	600	71120	1	740
        22	1.2514300	5	102	531	71455	1	633
        23	1.2514600	5	70	439	71834	2	509
        24	1.2515300	5	40	371	72043	3	411
        25	1.2515800	5	16	309	71978	1	325
        26	1.2516300	5	13	284	71721	0	297
        27	1.2516800	5	12	240	71337	2	252
        28	1.2517300	5	10	228	72267	1	238
        29	1.2517700	5	6	169	71715	0	175
        30	1.2518100	5	5	157	71725	1	162
        31	1.2518700	5	5	147	71610	0	152
        32	1.2519300	5	3	108	70992	0	111
        33	1.2519700	5	5	132	71722	1	137
        34	1.2520300	5	6	122	72606	1	128
        35	1.2520700	5	2	82	71610	0	84
        36	1.2521300	5	1	82	73427	0	83
        37	1.2521800	5	1	82	71426	0	83
        38	1.2522200	5	1	77	71416	1	78
        39	1.2522700	5	0	67	73418	0	67
        40	1.2523400	5	1	56	71062	1	57
        41	1.2523700	5	2	62	71926	2	64
        42	1.2524400	5	0	50	72337	0	50
        43	1.2524700	5	1	60	71999	3	61
        44	1.2525400	5	0	50	72215	1	50
        45	1.2525800	5	1	45	71769	0	46
        46	1.2526200	5	0	49	71855	0	49
        47	1.2526700	5	0	45	71432	1	45
        48	1.2527200	5	0	30	72534	0	30
        49	1.2527700	5	0	35	70922	0	35
        50	1.2528300	5	0	37	71226	1	37
        51	1.2528600	5	0	29	70879	0	29
        52	1.2529300	5	0	32	71205	0	32
        53	1.2529700	5	0	28	71907	0	28
        54	1.2530200	5	1	27	71995	2	28
        55	1.2530900	5	0	31	71929	0	31
        56	1.2531200	5	2	29	71644	1	31
        57	1.2531800	5	0	28	71683	1	28
        58	1.2532300	5	0	30	71566	0	30
        59	1.2532700	5	1	26	70601	2	27
        60	1.2533300	5	0	16	70729	1	16
*stopped by user: 04/03/2023 11:31:36
