*Begin rocking: 03/03/2023 09:31:36
*Points: 0
*
*notes: 
*Rho-Axis: 9.200
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.2598800	2	4	2	27049	195	6
         1	1.2599200	2	6	6	27319	207	12
         2	1.2599700	2	7	1	27425	234	8
         3	1.2600200	2	8	2	26624	285	10
         4	1.2600700	2	9	4	27113	340	13
         5	1.2601300	2	37	11	27011	421	48
         6	1.2601700	2	33	15	27293	482	48
         7	1.2602100	2	46	27	27604	573	73
         8	1.2602700	2	107	31	26971	762	138
         9	1.2603200	2	163	54	26829	958	217
        10	1.2603700	2	315	183	28071	1193	498
        11	1.2604300	2	429	378	27439	1435	807
        12	1.2604700	2	538	789	26415	1492	1327
        13	1.2605200	2	592	1076	26603	1661	1668
        14	1.2605600	2	659	1148	27822	1635	1807
        15	1.2606200	2	614	1179	26574	1589	1793
        16	1.2606600	2	573	1131	27979	1554	1704
        17	1.2607000	2	470	896	27109	1375	1366
        18	1.2607800	2	396	500	27651	1317	896
        19	1.2608200	2	301	340	27243	1183	641
        20	1.2608800	2	222	114	27038	973	336
        21	1.2609200	2	127	53	27413	806	180
*stopped by user: 03/03/2023 09:33:00
