*Begin rocking: 29/03/2023 16:09:04
*Points: 0
*
*notes: 
*Rho-Axis: 9.240
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6727000	2	63	335	25486	324	398
         1	1.6727600	2	139	348	25537	425	487
         2	1.6728000	2	192	434	25228	572	626
         3	1.6728500	2	339	491	25159	648	830
         4	1.6729000	2	436	651	25814	726	1087
         5	1.6729500	2	570	886	25134	757	1456
         6	1.6730000	2	606	890	26211	820	1496
         7	1.6730500	2	660	837	25390	836	1497
         8	1.6731000	2	744	932	26341	755	1676
         9	1.6731600	2	627	840	25744	701	1467
        10	1.6732100	2	508	752	25754	621	1260
        11	1.6732500	2	459	578	26021	538	1037
        12	1.6733100	2	382	379	25489	519	761
        13	1.6733500	2	277	405	25959	466	682
        14	1.6734100	2	186	298	25565	406	484
*stopped by user: 29/03/2023 16:09:58
