*Begin rocking: 06/03/2023 10:16:01
*Points: 0
*
*notes: 
*Rho-Axis: 9.180
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6742100	2	69	85	28208	258	154
         1	1.6742500	2	66	116	29030	256	182
         2	1.6743000	2	76	150	28877	301	226
         3	1.6743400	2	91	175	28782	331	266
         4	1.6744000	2	117	186	29263	354	303
         5	1.6744500	2	96	185	28693	327	281
         6	1.6745000	2	100	147	28899	302	247
         7	1.6745500	2	71	127	28960	277	198
         8	1.6746000	2	53	112	28456	252	165
         9	1.6746600	2	73	70	28666	236	143
        10	1.6747100	2	41	56	28691	257	97
        11	1.6747500	2	41	33	28243	237	74
        12	1.6748100	2	26	22	28788	150	48
        13	1.6748600	2	15	8	28869	141	23
        14	1.6749000	2	21	8	29339	181	29
        15	1.6749600	2	12	8	28427	173	20
        16	1.6750000	2	10	14	28717	152	24
        17	1.6750500	2	25	25	29359	169	50
        18	1.6751000	2	19	14	28260	172	33
        19	1.6751600	2	16	14	28790	144	30
        20	1.6752000	2	18	13	29343	167	31
        21	1.6752600	2	25	25	28968	186	50
        22	1.6753100	2	33	40	29475	270	73
        23	1.6753500	2	45	53	28798	260	98
        24	1.6754100	2	55	90	28134	265	145
        25	1.6754400	2	59	106	29344	283	165
        26	1.6755000	2	81	181	29292	307	262
        27	1.6755500	2	102	166	28802	331	268
        28	1.6755900	2	98	183	28253	347	281
        29	1.6756600	2	95	183	28460	321	278
        30	1.6757000	2	84	194	29126	302	278
        31	1.6757500	2	105	140	28500	266	245
        32	1.6758100	2	66	134	28442	254	200
        33	1.6758500	2	66	93	28774	258	159
        34	1.6759100	2	40	57	28909	221	97
        35	1.6759500	2	35	46	28670	187	81
        36	1.6760100	2	28	24	29017	152	52
        37	1.6760600	2	10	14	28558	121	24
        38	1.6761100	2	13	6	29269	99	19
        39	1.6761500	2	7	6	28372	106	13
*stopped by user: 06/03/2023 10:18:32
