*Begin rocking: 06/03/2023 10:20:32
*Points: 0
*
*notes: 
*Rho-Axis: 9.180
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6738200	2	5	1	27833	62	6
         1	1.6738600	2	5	3	28698	72	8
         2	1.6739100	2	13	3	28231	104	16
         3	1.6739500	2	18	8	29005	116	26
         4	1.6740000	2	24	16	28372	129	40
         5	1.6740500	2	21	28	29201	159	49
         6	1.6741000	2	38	34	29167	199	72
         7	1.6741500	2	42	53	28749	235	95
         8	1.6742100	2	66	90	29071	266	156
         9	1.6742500	2	72	116	28802	261	188
        10	1.6743000	2	92	165	28187	288	257
        11	1.6743400	2	94	177	29075	272	271
        12	1.6744100	2	109	191	28562	330	300
        13	1.6744500	2	95	168	28859	324	263
        14	1.6745000	2	97	174	28976	278	271
        15	1.6745600	2	88	127	28522	274	215
        16	1.6746000	2	76	100	28683	246	176
        17	1.6746500	2	70	84	28823	273	154
        18	1.6747000	2	46	69	29141	261	115
        19	1.6747500	2	46	38	29513	228	84
        20	1.6748000	2	35	14	28058	186	49
        21	1.6748600	2	14	12	29849	177	26
        22	1.6749100	2	11	6	29118	178	17
        23	1.6749500	2	10	11	29564	134	21
        24	1.6750000	2	17	18	29218	177	35
        25	1.6750500	2	20	12	28491	165	32
        26	1.6751100	2	14	8	28786	187	22
        27	1.6751600	2	23	11	29467	167	34
        28	1.6752000	2	22	22	28236	151	44
        29	1.6752600	2	23	34	28781	203	57
        30	1.6753000	2	34	45	28607	229	79
        31	1.6753500	2	51	78	30083	254	129
        32	1.6754100	2	72	84	29770	286	156
        33	1.6754700	2	66	135	28834	317	201
        34	1.6754900	2	81	169	29094	329	250
        35	1.6755500	2	115	192	28600	337	307
        36	1.6756000	2	89	190	28876	323	279
        37	1.6756600	2	106	181	29246	319	287
        38	1.6757000	2	91	173	29254	295	264
        39	1.6757500	2	81	151	29908	288	232
        40	1.6758000	2	63	94	28933	272	157
        41	1.6758600	2	86	66	28862	228	152
        42	1.6759000	2	43	47	29123	197	90
        43	1.6759500	2	40	31	28751	179	71
        44	1.6760000	2	20	24	28532	165	44
        45	1.6760400	2	21	15	29270	116	36
        46	1.6761100	2	17	11	28714	105	28
        47	1.6761500	2	11	9	29760	89	20
        48	1.6762100	2	5	2	28560	77	7
        49	1.6762500	2	6	4	29460	60	10
        50	1.6762900	2	7	2	28404	46	9
        51	1.6763700	2	6	3	28760	56	9
        52	1.6764100	2	3	1	29094	46	4
        53	1.6764500	2	3	1	28981	41	4
*stopped by user: 06/03/2023 10:23:55
