*Begin rocking: 04/03/2023 16:15:54
*Points: 0
*
*notes: 
*Rho-Axis: 9.180
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.6748100	4	66	265	60622	658	331
         1	1.6748500	4	95	394	59627	797	489
         2	1.6749000	4	137	612	61551	888	749
         3	1.6749500	4	237	857	59621	963	1094
         4	1.6750000	4	294	960	60174	1016	1254
         5	1.6750500	4	223	1074	61015	1012	1297
         6	1.6751100	4	213	1145	60890	922	1358
         7	1.6751500	4	214	1127	59659	996	1341
         8	1.6752000	4	243	982	60071	907	1225
         9	1.6752500	4	189	749	60278	785	938
        10	1.6753000	4	146	571	59821	721	717
        11	1.6753600	4	135	405	59437	660	540
        12	1.6754000	4	105	253	60908	564	358
*stopped by user: 04/03/2023 16:17:06
