*Begin rocking: 25/09/2023 10:24:45
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1465000	5	77	1391	31020	74	1468
         1	0.1466100	5	125	2012	30804	103	2137
         2	0.1467100	5	170	2603	31098	159	2773
         3	0.1468100	5	290	3409	30785	258	3699
         4	0.1469000	5	363	3865	30925	344	4228
         5	0.1470000	5	380	3644	31088	318	4024
         6	0.1471200	5	336	3192	30635	211	3528
         7	0.1472100	5	272	2442	31296	135	2714
         8	0.1473000	5	246	2123	30640	90	2369
         9	0.1474100	5	114	1520	30712	36	1634
        10	0.1475100	5	123	1479	30992	42	1602
        11	0.1476100	5	120	1565	31302	50	1685
        12	0.1477000	5	124	1646	30763	46	1770
        13	0.1478100	5	221	2052	31275	69	2273
        14	0.1479100	5	309	2792	30727	143	3101
        15	0.1480100	5	373	3486	31058	169	3859
        16	0.1481000	5	356	3965	31121	223	4321
        17	0.1482100	5	280	3598	30671	268	3878
        18	0.1483100	5	225	3022	31000	262	3247
        19	0.1484000	5	161	2329	30673	207	2490
        20	0.1485000	5	57	1642	30762	129	1699
        21	0.1486100	5	43	1035	30993	70	1078
        22	0.1487100	5	23	833	31005	33	856
        23	0.1488100	5	15	567	30235	39	582
        24	0.1488900	5	9	476	31004	14	485
        25	0.1490000	5	5	363	31222	15	368
        26	0.1490900	5	6	283	30833	8	289
        27	0.1492000	5	0	242	30958	9	242
        28	0.1493100	5	3	177	31016	4	180
        29	0.1494000	5	3	170	30893	8	173
        30	0.1495000	5	1	145	31135	4	146
        31	0.1496100	5	1	116	30834	7	117
        32	0.1497100	5	1	126	30697	5	127
*stopped by user: 25/09/2023 10:28:33
