*Begin rocking: 28/09/2023 14:43:32
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1459900	5	4	426	32747	39	430
         1	0.1461000	5	4	434	32803	39	438
         2	0.1461900	5	4	492	32515	49	496
         3	0.1463200	5	11	603	32759	40	614
         4	0.1464000	5	7	656	33055	42	663
         5	0.1465000	5	5	761	33012	50	766
         6	0.1466000	5	6	895	33060	46	901
         7	0.1467100	5	14	1021	33288	46	1035
         8	0.1468100	5	24	1250	33564	54	1274
         9	0.1469100	5	29	1578	32841	51	1607
        10	0.1470000	5	42	1903	33214	52	1945
        11	0.1471200	5	75	2505	33579	64	2580
        12	0.1472000	5	98	3026	32759	79	3124
        13	0.1473100	5	244	4531	33120	144	4775
        14	0.1474100	5	648	6326	33074	320	6974
        15	0.1475100	5	1497	8864	33298	647	10361
        16	0.1476100	5	3798	13740	33074	1605	17538
        17	0.1477100	5	6279	23108	32774	2574	29387
        18	0.1478100	5	6202	28056	32867	2587	34258
        19	0.1479100	5	5013	26828	32434	2123	31841
        20	0.1480100	5	3163	19788	33092	1397	22951
        21	0.1481100	5	1764	12067	33247	805	13831
        22	0.1482100	5	642	7185	32801	334	7827
        23	0.1483000	5	267	4962	32629	161	5229
        24	0.1484100	5	125	3457	32866	96	3582
        25	0.1485100	5	68	2637	33247	67	2705
        26	0.1486000	5	44	1961	32836	65	2005
*stopped by user: 28/09/2023 14:46:34
