# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.098389 20.0 1941 4511 7 3710 3794738274 6452 0.000000 0.000000
-1.889648 20.0 1707 5263 1 3154 3794738300 6970 0.000000 0.000000
-1.680908 20.0 1305 6474 4 2471 3794738326 7779 0.000000 0.000000
-1.483154 20.0 917 8100 6 1639 3794738352 9017 0.000000 0.000000
-1.274414 20.0 455 9387 4 735 3794738378 9842 0.000000 0.000000
-1.076660 20.0 340 9562 1 603 3794738404 9902 0.000000 0.000000
-0.845947 20.0 667 8675 6 1210 3794738431 9342 0.000000 0.000000
-0.615234 20.0 1162 6986 8 2296 3794738457 8148 0.000000 0.000000
-0.417480 20.0 1694 5584 4 3246 3794738483 7278 0.000000 0.000000
-0.219727 20.0 1949 4375 5 3863 3794738509 6324 0.000000 0.000000
0.000000 20.0 2101 4438 3 3892 3794738535 6539 0.000000 0.000000
0.208740 20.0 1702 5464 9 3132 3794738561 7166 0.000000 0.000000
0.406494 20.0 1279 6934 4 2397 3794738588 8213 0.000000 0.000000
0.626221 20.0 700 8420 7 1366 3794738614 9120 0.000000 0.000000
0.834961 20.0 401 9525 4 609 3794738640 9926 0.000000 0.000000
1.054688 20.0 510 9213 3 826 3794738666 9723 0.000000 0.000000
1.263428 20.0 743 8341 2 1457 3794738693 9084 0.000000 0.000000
1.461182 20.0 1182 6903 4 2262 3794738719 8085 0.000000 0.000000
1.680908 20.0 1664 5503 2 3199 3794738745 7167 0.000000 0.000000
1.889648 20.0 1947 4476 2 3880 3794738771 6423 0.000000 0.000000
2.087402 20.0 2037 4417 6 3838 3794738797 6454 0.000000 0.000000
2.307129 20.0 1642 5470 3 3061 3794738823 7112 0.000000 0.000000
