# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 188 13175 616444 7805 3764388331 13363 0.0000000 0.0000000 109.7998050 58.5656250
-1.5000000 60.0 336 12833 716590 7680 3764388395 13169 0.0000000 0.0000000 109.7998050 58.5656250
-1.2500000 60.0 614 13003 713717 7788 3764388459 13617 0.0000000 0.0000000 109.7998050 58.5656250
-1.0000000 60.0 696 13351 678485 7701 3764388524 14047 0.0000000 0.0000000 109.7998050 58.5656250
-0.7500000 60.0 782 13294 646537 7513 3764388588 14076 0.0000000 0.0000000 109.7998050 58.5656250
-0.5000000 60.0 809 13214 697834 7935 3764388652 14023 0.0000000 0.0000000 109.7998050 58.5656250
-0.2500000 60.0 600 13089 663322 7699 3764388716 13689 0.0000000 0.0000000 109.7998050 58.5656250
0.0000000 60.0 360 12933 689531 7951 3764388781 13293 0.0000000 0.0000000 109.7998050 58.5656250
0.2500000 60.0 229 13199 707806 7674 3764388845 13428 0.0000000 0.0000000 109.7998050 58.5656250
0.5000000 60.0 185 13009 651214 7824 3764388909 13194 0.0000000 0.0000000 109.7998050 58.5656250
0.7500000 60.0 350 12987 722281 7856 3764388973 13337 0.0000000 0.0000000 109.7998050 58.5656250
1.0000000 60.0 543 13308 709930 7826 3764389038 13851 0.0000000 0.0000000 109.7998050 58.5656250
1.2500000 60.0 774 12809 705481 7783 3764389102 13583 0.0000000 0.0000000 109.7998050 58.5656250
1.5000000 60.0 859 13156 709739 7767 3764389166 14015 0.0000000 0.0000000 109.7998050 58.5656250
1.7500000 60.0 784 13051 705361 7851 3764389230 13835 0.0000000 0.0000000 109.7998050 58.5656250
