# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 231 6993 609563 7516 3764350676 7224 0.0000000 0.0000000 108.6000980 58.8812500
-1.5000000 60.0 375 7095 609375 7502 3764350740 7470 0.0000000 0.0000000 108.6000980 58.8812500
-1.2500000 60.0 1124 6786 612932 7528 3764350804 7910 0.0000000 0.0000000 108.6000980 58.8812500
-1.0000000 60.0 2263 6878 609957 7573 3764350869 9141 0.0000000 0.0000000 108.6000980 58.8812500
-0.7500000 60.0 2989 7289 605892 7509 3764350933 10278 0.0000000 0.0000000 108.6000980 58.8812500
-0.5000000 60.0 3153 7021 608727 7351 3764350997 10174 0.0000000 0.0000000 108.6000980 58.8812500
-0.2500000 60.0 2738 6929 608114 7367 3764351061 9667 0.0000000 0.0000000 108.6000980 58.8812500
0.0000000 60.0 1778 6816 610717 7437 3764351125 8594 0.0000000 0.0000000 108.6000980 58.8812500
0.2500000 60.0 814 6884 610829 7341 3764351189 7698 0.0000000 0.0000000 108.6000980 58.8812500
0.5000000 60.0 240 7049 607628 7499 3764351254 7289 0.0000000 0.0000000 108.6000980 58.8812500
0.7500000 60.0 423 6779 604771 7497 3764351318 7202 0.0000000 0.0000000 108.6000980 58.8812500
1.0000000 60.0 1127 7120 613215 7565 3764351382 8247 0.0000000 0.0000000 108.6000980 58.8812500
1.2500000 60.0 2189 6974 613956 7461 3764351446 9163 0.0000000 0.0000000 108.6000980 58.8812500
1.5000000 60.0 3024 6920 612799 7645 3764351510 9944 0.0000000 0.0000000 108.6000980 58.8812500
1.7500000 60.0 3206 6937 612018 7564 3764351574 10143 0.0000000 0.0000000 108.6000980 58.8812500
