# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 243 8526 723663 7859 3764402460 8769 0.0000000 0.0000000 110.2500000 59.1968750
-1.5000000 60.0 261 8644 719192 7770 3764402524 8905 0.0000000 0.0000000 110.2500000 59.1968750
-1.2500000 60.0 912 8598 685370 7824 3764402589 9510 0.0000000 0.0000000 110.2500000 59.1968750
-1.0000000 60.0 1746 8635 635406 7835 3764402653 10381 0.0000000 0.0000000 110.2500000 59.1968750
-0.7500000 60.0 2528 8702 624609 7861 3764402717 11230 0.0000000 0.0000000 110.2500000 59.1968750
-0.5000000 60.0 2805 8735 636256 7858 3764402782 11540 0.0000000 0.0000000 110.2500000 59.1968750
-0.2500000 60.0 2438 8936 650304 7848 3764402846 11374 0.0000000 0.0000000 110.2500000 59.1968750
0.0000000 60.0 1716 8704 677176 7792 3764402910 10420 0.0000000 0.0000000 110.2500000 59.1968750
0.2500000 60.0 826 8359 637059 7937 3764402974 9185 0.0000000 0.0000000 110.2500000 59.1968750
0.5000000 60.0 276 8434 667958 7816 3764403039 8710 0.0000000 0.0000000 110.2500000 59.1968750
0.7500000 60.0 279 8676 682040 7617 3764403103 8955 0.0000000 0.0000000 110.2500000 59.1968750
1.0000000 60.0 833 8822 694801 7839 3764403167 9655 0.0000000 0.0000000 110.2500000 59.1968750
1.2500000 60.0 1772 8653 680319 7949 3764403231 10425 0.0000000 0.0000000 110.2500000 59.1968750
1.5000000 60.0 2486 8631 676379 7711 3764403296 11117 0.0000000 0.0000000 110.2500000 59.1968750
1.7500000 60.0 2768 8592 666653 7881 3764403360 11360 0.0000000 0.0000000 110.2500000 59.1968750
