# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 286 7498 634813 7641 3764376560 7784 0.0000000 0.0000000 109.4252930 58.7531250
-1.5000000 60.0 318 7570 649646 7668 3764376624 7888 0.0000000 0.0000000 109.4252930 58.7531250
-1.2500000 60.0 1049 7545 657818 7611 3764376689 8594 0.0000000 0.0000000 109.4252930 58.7531250
-1.0000000 60.0 2080 7392 708124 7750 3764376753 9472 0.0000000 0.0000000 109.4252930 58.7531250
-0.7500000 60.0 2924 7542 656143 7689 3764376817 10466 0.0000000 0.0000000 109.4252930 58.7531250
-0.5000000 60.0 3170 7635 662419 7708 3764376881 10805 0.0000000 0.0000000 109.4252930 58.7531250
-0.2500000 60.0 2771 7484 686667 7700 3764376945 10255 0.0000000 0.0000000 109.4252930 58.7531250
0.0000000 60.0 1846 7530 634311 7729 3764377010 9376 0.0000000 0.0000000 109.4252930 58.7531250
0.2500000 60.0 864 7708 631365 7821 3764377074 8572 0.0000000 0.0000000 109.4252930 58.7531250
0.5000000 60.0 251 7687 662077 7583 3764377138 7938 0.0000000 0.0000000 109.4252930 58.7531250
0.7500000 60.0 338 7511 677444 7790 3764377202 7849 0.0000000 0.0000000 109.4252930 58.7531250
1.0000000 60.0 1132 7643 639392 7811 3764377266 8775 0.0000000 0.0000000 109.4252930 58.7531250
1.2500000 60.0 2146 7404 691057 7629 3764377331 9550 0.0000000 0.0000000 109.4252930 58.7531250
1.5000000 60.0 2931 7456 688860 7759 3764377395 10387 0.0000000 0.0000000 109.4252930 58.7531250
1.7500000 60.0 3249 7583 639399 7737 3764377459 10832 0.0000000 0.0000000 109.4252930 58.7531250
