# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 214 12505 609107 8053 3764334221 12719 0.0000000 0.0000000 108.0747070 12.1250000
-1.5000000 60.0 138 12883 603017 7817 3764334285 13021 0.0000000 0.0000000 108.0747070 12.1250000
-1.2500000 60.0 306 12652 603456 7820 3764334349 12958 0.0000000 0.0000000 108.0747070 12.1250000
-1.0000000 60.0 546 12787 605943 7829 3764334413 13333 0.0000000 0.0000000 108.0747070 12.1250000
-0.7500000 60.0 964 12503 605662 7845 3764334477 13467 0.0000000 0.0000000 108.0747070 12.1250000
-0.5000000 60.0 1068 12847 603328 8009 3764334541 13915 0.0000000 0.0000000 108.0747070 12.1250000
-0.2500000 60.0 1023 12828 600480 7773 3764334606 13851 0.0000000 0.0000000 108.0747070 12.1250000
0.0000000 60.0 815 12764 601748 7807 3764334670 13579 0.0000000 0.0000000 108.0747070 12.1250000
0.2500000 60.0 459 12940 602969 7625 3764334734 13399 0.0000000 0.0000000 108.0747070 12.1250000
0.5000000 60.0 251 12550 604293 7796 3764334798 12801 0.0000000 0.0000000 108.0747070 12.1250000
0.7500000 60.0 154 12523 605076 7972 3764334862 12677 0.0000000 0.0000000 108.0747070 12.1250000
1.0000000 60.0 311 12722 597206 7708 3764334926 13033 0.0000000 0.0000000 108.0747070 12.1250000
1.2500000 60.0 619 12544 599805 7783 3764334990 13163 0.0000000 0.0000000 108.0747070 12.1250000
1.5000000 60.0 914 12656 603946 7761 3764335055 13570 0.0000000 0.0000000 108.0747070 12.1250000
1.7500000 60.0 1038 12581 605143 7675 3764335119 13619 0.0000000 0.0000000 108.0747070 12.1250000
