# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 184 8609 673029 7546 3764369499 8793 0.0000000 0.0000000 109.2001950 58.3218750
-1.5000000 60.0 505 8639 655994 7581 3764369563 9144 0.0000000 0.0000000 109.2001950 58.3218750
-1.2500000 60.0 1308 8440 530861 7509 3764369627 9748 0.0000000 0.0000000 109.2001950 58.3218750
-1.0000000 60.0 2055 8777 613772 7655 3764369692 10832 0.0000000 0.0000000 109.2001950 58.3218750
-0.7500000 60.0 2521 8680 654352 7543 3764369756 11201 0.0000000 0.0000000 109.2001950 58.3218750
-0.5000000 60.0 2484 8564 678339 7632 3764369820 11048 0.0000000 0.0000000 109.2001950 58.3218750
-0.2500000 60.0 2002 8328 532477 7608 3764369884 10330 0.0000000 0.0000000 109.2001950 58.3218750
0.0000000 60.0 1092 8508 658597 7777 3764369948 9600 0.0000000 0.0000000 109.2001950 58.3218750
0.2500000 60.0 367 8708 683819 7600 3764370013 9075 0.0000000 0.0000000 109.2001950 58.3218750
0.5000000 60.0 178 8587 681661 7682 3764370077 8765 0.0000000 0.0000000 109.2001950 58.3218750
0.7500000 60.0 567 8726 642415 7575 3764370141 9293 0.0000000 0.0000000 109.2001950 58.3218750
1.0000000 60.0 1281 8685 620211 7542 3764370205 9966 0.0000000 0.0000000 109.2001950 58.3218750
1.2500000 60.0 2062 8488 635879 7512 3764370269 10550 0.0000000 0.0000000 109.2001950 58.3218750
1.5000000 60.0 2560 8752 660373 7481 3764370334 11312 0.0000000 0.0000000 109.2001950 58.3218750
1.7500000 60.0 2556 8344 646399 7634 3764370398 10900 0.0000000 0.0000000 109.2001950 58.3218750
