# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 232 13070 719393 7544 3764360087 13302 0.0000000 0.0000000 108.8999020 59.0875000
-1.5000000 60.0 171 13111 707476 7535 3764360151 13282 0.0000000 0.0000000 108.8999020 59.0875000
-1.2500000 60.0 273 13314 704038 7502 3764360215 13587 0.0000000 0.0000000 108.8999020 59.0875000
-1.0000000 60.0 410 12791 703985 7583 3764360280 13201 0.0000000 0.0000000 108.8999020 59.0875000
-0.7500000 60.0 573 13156 703253 7459 3764360344 13729 0.0000000 0.0000000 108.8999020 59.0875000
-0.5000000 60.0 629 13014 646902 7434 3764360408 13643 0.0000000 0.0000000 108.8999020 59.0875000
-0.2500000 60.0 734 12792 685562 7617 3764360472 13526 0.0000000 0.0000000 108.8999020 59.0875000
0.0000000 60.0 550 12984 681909 7627 3764360536 13534 0.0000000 0.0000000 108.8999020 59.0875000
0.2500000 60.0 408 12976 673913 7562 3764360601 13384 0.0000000 0.0000000 108.8999020 59.0875000
0.5000000 60.0 240 13367 656435 7379 3764360665 13607 0.0000000 0.0000000 108.8999020 59.0875000
0.7500000 60.0 178 13048 660958 7575 3764360729 13226 0.0000000 0.0000000 108.8999020 59.0875000
1.0000000 60.0 257 13046 659912 7647 3764360793 13303 0.0000000 0.0000000 108.8999020 59.0875000
1.2500000 60.0 428 13092 667874 7667 3764360857 13520 0.0000000 0.0000000 108.8999020 59.0875000
1.5000000 60.0 563 13073 696295 7596 3764360922 13636 0.0000000 0.0000000 108.8999020 59.0875000
1.7500000 60.0 684 13093 679019 7490 3764360986 13777 0.0000000 0.0000000 108.8999020 59.0875000
