* begin:	25/08/2023 19:58:06
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2+A1.cfg
*
* no cfg file, sc file created manually
* 0	-2.9992676	0.0	13744	0	0	34532	3775831763	48276	0.0000000	0.0000000
* Date: 25/08/2023	Time: 20:09
* Pulsetime (탎):0.000003	Looptime (탎): 401.000000	BinWidth (탎): 3.000000	BinCount: 134	measured time (s): 673.538000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	673.54	68	146
1	3.00	673.54	127	303
2	6.00	673.54	124	286
3	9.00	673.54	141	277
4	12.00	673.54	178	299
5	15.00	673.54	136	265
6	18.00	673.54	127	266
7	21.00	673.54	126	291
8	24.00	673.54	144	294
9	27.00	673.54	123	279
10	30.00	673.54	107	313
11	33.00	673.54	121	269
12	36.00	673.54	111	335
13	39.00	673.54	105	326
14	42.00	673.54	103	315
15	45.00	673.54	101	328
16	48.00	673.54	84	335
17	51.00	673.54	80	304
18	54.00	673.54	64	286
19	57.00	673.54	70	241
20	60.00	673.54	62	217
21	63.00	673.54	78	175
22	66.00	673.54	87	183
23	69.00	673.54	81	166
24	72.00	673.54	78	132
25	75.00	673.54	92	124
26	78.00	673.54	95	114
27	81.00	673.54	110	118
28	84.00	673.54	120	149
29	87.00	673.54	89	161
30	90.00	673.54	118	179
31	93.00	673.54	111	217
32	96.00	673.54	119	230
33	99.00	673.54	113	299
34	102.00	673.54	118	355
35	105.00	673.54	108	353
36	108.00	673.54	113	401
37	111.00	673.54	110	351
38	114.00	673.54	98	336
39	117.00	673.54	112	381
40	120.00	673.54	115	335
41	123.00	673.54	98	365
42	126.00	673.54	121	359
43	129.00	673.54	100	372
44	132.00	673.54	116	318
45	135.00	673.54	123	274
46	138.00	673.54	113	255
47	141.00	673.54	106	202
48	144.00	673.54	121	184
49	147.00	673.54	106	158
50	150.00	673.54	129	151
51	153.00	673.54	105	102
52	156.00	673.54	109	152
53	159.00	673.54	77	159
54	162.00	673.54	86	165
55	165.00	673.54	113	154
56	168.00	673.54	93	181
57	171.00	673.54	70	191
58	174.00	673.54	67	228
59	177.00	673.54	62	266
60	180.00	673.54	80	294
61	183.00	673.54	68	306
62	186.00	673.54	82	333
63	189.00	673.54	82	270
64	192.00	673.54	89	295
65	195.00	673.54	109	316
66	198.00	673.54	115	291
67	201.00	673.54	116	307
68	204.00	673.54	128	281
69	207.00	673.54	126	301
70	210.00	673.54	158	281
71	213.00	673.54	141	292
72	216.00	673.54	140	273
73	219.00	673.54	107	267
74	222.00	673.54	141	283
75	225.00	673.54	125	287
76	228.00	673.54	128	295
77	231.00	673.54	125	263
78	234.00	673.54	131	310
79	237.00	673.54	104	327
80	240.00	673.54	101	338
81	243.00	673.54	99	337
82	246.00	673.54	67	330
83	249.00	673.54	80	314
84	252.00	673.54	75	304
85	255.00	673.54	83	285
86	258.00	673.54	77	239
87	261.00	673.54	84	242
88	264.00	673.54	77	198
89	267.00	673.54	79	169
90	270.00	673.54	83	153
91	273.00	673.54	84	157
92	276.00	673.54	96	127
93	279.00	673.54	96	123
94	282.00	673.54	117	130
95	285.00	673.54	118	139
96	288.00	673.54	95	164
97	291.00	673.54	127	174
98	294.00	673.54	103	222
99	297.00	673.54	117	270
100	300.00	673.54	107	300
101	303.00	673.54	101	345
102	306.00	673.54	101	342
103	309.00	673.54	106	330
104	312.00	673.54	91	396
105	315.00	673.54	116	371
106	318.00	673.54	112	378
107	321.00	673.54	103	380
108	324.00	673.54	96	361
109	327.00	673.54	106	394
110	330.00	673.54	113	343
111	333.00	673.54	85	329
112	336.00	673.54	121	298
113	339.00	673.54	119	257
114	342.00	673.54	113	198
115	345.00	673.54	107	171
116	348.00	673.54	109	160
117	351.00	673.54	97	147
118	354.00	673.54	120	148
119	357.00	673.54	114	126
120	360.00	673.54	107	148
121	363.00	673.54	80	136
122	366.00	673.54	83	170
123	369.00	673.54	85	178
124	372.00	673.54	81	210
125	375.00	673.54	72	236
126	378.00	673.54	74	249
127	381.00	673.54	78	283
128	384.00	673.54	71	324
129	387.00	673.54	85	323
130	390.00	673.54	64	317
131	393.00	673.54	87	306
132	396.00	673.54	92	286
133	399.00	673.54	103	290
* end: 25/08/2023 20:09:25
