# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 470 7305 375880 10124 3770894285 7775 0.0000000 0.0000000 0.7141110
-0.0858680 60.0 290 7203 375818 10158 3770894412 7493 0.0000000 0.0000000 0.7141110
-0.0717360 60.0 260 7253 373540 10238 3770894540 7513 0.0000000 0.0000000 0.7141110
-0.0646700 60.0 346 7167 374194 10310 3770894667 7513 0.0000000 0.0000000 0.7141110
-0.0505380 60.0 536 7090 374103 10365 3770894794 7626 0.0000000 0.0000000 0.7141110
-0.0364060 60.0 773 7194 374014 10276 3770894921 7967 0.0000000 0.0000000 0.7141110
-0.0222740 60.0 1036 7136 375280 10345 3770895048 8172 0.0000000 0.0000000 0.7141110
-0.0081420 60.0 1049 7251 373653 10203 3770895175 8300 0.0000000 0.0000000 0.7141110
0.0059900 60.0 879 7273 372512 10301 3770895303 8152 0.0000000 0.0000000 0.7141110
0.0201220 60.0 660 7198 370080 10319 3770895430 7858 0.0000000 0.0000000 0.7141110
0.0342540 60.0 373 7173 369217 10258 3770895557 7546 0.0000000 0.0000000 0.7141110
0.0483860 60.0 233 7326 368664 10298 3770895684 7559 0.0000000 0.0000000 0.7141110
0.0625180 60.0 268 7247 368479 10278 3770895811 7515 0.0000000 0.0000000 0.7141110
0.0766500 60.0 499 7241 367854 10304 3770895939 7740 0.0000000 0.0000000 0.7141110
0.0907820 60.0 796 7224 367936 10160 3770896066 8020 0.0000000 0.0000000 0.7141110
0.1049140 60.0 925 7148 367249 10187 3770896193 8073 0.0000000 0.0000000 0.7141110
