# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 266 9653 368570 10268 3770879311 9919 0.0000000 0.0000000 0.2746580
-0.0858680 60.0 163 9644 369101 10329 3770879438 9807 0.0000000 0.0000000 0.2746580
-0.0717360 60.0 113 9621 368960 10274 3770879565 9734 0.0000000 0.0000000 0.2746580
-0.0646700 60.0 177 9511 376588 10324 3770879692 9688 0.0000000 0.0000000 0.2746580
-0.0505380 60.0 306 9790 375790 10250 3770879819 10096 0.0000000 0.0000000 0.2746580
-0.0364060 60.0 427 9729 375240 10115 3770879946 10156 0.0000000 0.0000000 0.2746580
-0.0222740 60.0 567 9630 376219 10196 3770880073 10197 0.0000000 0.0000000 0.2746580
-0.0081420 60.0 603 9621 375036 10131 3770880200 10224 0.0000000 0.0000000 0.2746580
0.0059900 60.0 519 9521 375261 10152 3770880328 10040 0.0000000 0.0000000 0.2746580
0.0201220 60.0 350 9586 371846 10284 3770880455 9936 0.0000000 0.0000000 0.2746580
0.0342540 60.0 218 9712 372580 10346 3770880582 9930 0.0000000 0.0000000 0.2746580
0.0483860 60.0 130 9666 372291 10210 3770880709 9796 0.0000000 0.0000000 0.2746580
0.0625180 60.0 155 9632 373235 10246 3770880836 9787 0.0000000 0.0000000 0.2746580
0.0766500 60.0 260 9475 372991 10166 3770880963 9735 0.0000000 0.0000000 0.2746580
0.0907820 60.0 441 9600 371889 10281 3770881090 10041 0.0000000 0.0000000 0.2746580
0.1049140 60.0 529 9653 369165 10339 3770881217 10182 0.0000000 0.0000000 0.2746580
