# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 291 9082 377632 10381 3770851558 9373 0.0000000 0.0000000 -0.5493160
-0.0858680 60.0 159 9098 376915 10360 3770851685 9257 0.0000000 0.0000000 -0.5493160
-0.0717360 60.0 148 8996 373514 10321 3770851812 9144 0.0000000 0.0000000 -0.5493160
-0.0646700 60.0 200 9128 372489 10304 3770851939 9328 0.0000000 0.0000000 -0.5493160
-0.0505380 60.0 286 9192 372441 10328 3770852066 9478 0.0000000 0.0000000 -0.5493160
-0.0364060 60.0 484 8995 373473 10267 3770852193 9479 0.0000000 0.0000000 -0.5493160
-0.0222740 60.0 614 8967 372274 10284 3770852320 9581 0.0000000 0.0000000 -0.5493160
-0.0081420 60.0 647 9164 372366 10383 3770852447 9811 0.0000000 0.0000000 -0.5493160
0.0059900 60.0 587 9028 371754 10155 3770852574 9615 0.0000000 0.0000000 -0.5493160
0.0201220 60.0 412 9100 372877 10161 3770852701 9512 0.0000000 0.0000000 -0.5493160
0.0342540 60.0 258 9139 372620 10248 3770852828 9397 0.0000000 0.0000000 -0.5493160
0.0483860 60.0 167 8903 370203 10429 3770852955 9070 0.0000000 0.0000000 -0.5493160
0.0625180 60.0 174 9003 371166 10254 3770853082 9177 0.0000000 0.0000000 -0.5493160
0.0766500 60.0 287 9086 370915 10173 3770853209 9373 0.0000000 0.0000000 -0.5493160
0.0907820 60.0 461 8952 369831 10164 3770853336 9413 0.0000000 0.0000000 -0.5493160
0.1049140 60.0 655 9084 369486 10311 3770853463 9739 0.0000000 0.0000000 -0.5493160
