# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 484 6863 379355 10370 3770836597 7347 0.0000000 0.0000000 -0.9997560
-0.0858680 60.0 262 6881 379202 10436 3770836724 7143 0.0000000 0.0000000 -0.9997560
-0.0717360 60.0 233 6913 378174 10447 3770836851 7146 0.0000000 0.0000000 -0.9997560
-0.0646700 60.0 318 6901 374603 10414 3770836978 7219 0.0000000 0.0000000 -0.9997560
-0.0505380 60.0 555 7019 375028 10447 3770837105 7574 0.0000000 0.0000000 -0.9997560
-0.0364060 60.0 844 6923 376018 10432 3770837232 7767 0.0000000 0.0000000 -0.9997560
-0.0222740 60.0 1104 6979 377737 10248 3770837359 8083 0.0000000 0.0000000 -0.9997560
-0.0081420 60.0 1119 6846 371239 10204 3770837486 7965 0.0000000 0.0000000 -0.9997560
0.0059900 60.0 990 7095 370976 10551 3770837613 8085 0.0000000 0.0000000 -0.9997560
0.0201220 60.0 669 6921 377711 10290 3770837740 7590 0.0000000 0.0000000 -0.9997560
0.0342540 60.0 357 6885 373789 10359 3770837867 7242 0.0000000 0.0000000 -0.9997560
0.0483860 60.0 237 6944 374995 10317 3770837994 7181 0.0000000 0.0000000 -0.9997560
0.0625180 60.0 303 6811 371684 10093 3770838121 7114 0.0000000 0.0000000 -0.9997560
0.0766500 60.0 473 7042 373659 10203 3770838248 7515 0.0000000 0.0000000 -0.9997560
0.0907820 60.0 881 7011 378776 10428 3770838375 7892 0.0000000 0.0000000 -0.9997560
0.1049140 60.0 1057 7049 378125 10298 3770838502 8106 0.0000000 0.0000000 -0.9997560
