# Coil_pos O-Beam err ps_pos
0.0000000 758.3278749 36.0970913 109.5751950
5.0000000 923.1375842 40.5339364 109.5751950
10.0000000 1015.0093517 42.3320210 109.5751950
15.0000000 987.6756823 40.9878031 109.5751950
20.0000000 683.9640524 34.4238290 109.5751950
25.0000000 381.4084611 25.7681975 109.5751950
30.0000000 74.2616060 14.2126704 109.5751950
35.0000000 18.1935954 10.9087121 109.5751950
40.0000000 118.0162032 18.1934054 109.5751950
45.0000000 476.3307402 29.8998328 109.5751950
50.0000000 744.1686965 37.0675060 109.5751950
55.0000000 1057.6675223 42.6497362 109.5751950
60.0000000 1049.4561131 42.5088226 109.5751950
65.0000000 858.9605931 38.4577690 109.5751950
70.0000000 548.0581424 30.8868904 109.5751950
75.0000000 241.8072531 21.1187121 109.5751950
80.0000000 19.3962697 10.8627805 109.5751950
85.0000000 66.9608585 14.1421356 109.5751950
90.0000000 277.8063555 23.8956063 109.5751950
95.0000000 676.4649701 34.4818793 109.5751950
