* begin:	10/09/2023 20:23:01
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_alpha_ifg_resonance.cfg
*
* no cfg file, sc file created manually
* 0	1.9885254	10.8	44936	1640	72754	109545	3777216184	46576	0.0000000	0.0000000
* Date: 10/09/2023	Time: 20:43
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1200.007000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	131	402
1	3.00	1200.01	258	760
2	6.00	1200.01	281	812
3	9.00	1200.01	284	785
4	12.00	1200.01	300	812
5	15.00	1200.01	307	705
6	18.00	1200.01	324	677
7	21.00	1200.01	348	685
8	24.00	1200.01	331	710
9	27.00	1200.01	335	730
10	30.00	1200.01	357	836
11	33.00	1200.01	354	860
12	36.00	1200.01	352	933
13	39.00	1200.01	318	961
14	42.00	1200.01	316	1051
15	45.00	1200.01	290	947
16	48.00	1200.01	270	982
17	51.00	1200.01	290	880
18	54.00	1200.01	296	781
19	57.00	1200.01	291	698
20	60.00	1200.01	286	621
21	63.00	1200.01	274	527
22	66.00	1200.01	297	498
23	69.00	1200.01	300	464
24	72.00	1200.01	337	498
25	75.00	1200.01	325	625
26	78.00	1200.01	350	737
27	81.00	1200.01	343	714
28	84.00	1200.01	358	886
29	87.00	1200.01	323	910
30	90.00	1200.01	291	964
31	93.00	1200.01	321	976
32	96.00	1200.01	324	1006
33	99.00	1200.01	292	913
34	102.00	1200.01	253	931
35	105.00	1200.01	264	782
36	108.00	1200.01	278	697
37	111.00	1200.01	276	581
38	114.00	1200.01	309	506
39	117.00	1200.01	299	480
40	120.00	1200.01	337	454
41	123.00	1200.01	335	498
42	126.00	1200.01	332	612
43	129.00	1200.01	350	750
44	132.00	1200.01	346	798
45	135.00	1200.01	354	871
46	138.00	1200.01	329	1037
47	141.00	1200.01	310	999
48	144.00	1200.01	319	1038
49	147.00	1200.01	244	930
50	150.00	1200.01	267	977
51	153.00	1200.01	268	877
52	156.00	1200.01	255	793
53	159.00	1200.01	265	657
54	162.00	1200.01	289	587
55	165.00	1200.01	304	473
56	168.00	1200.01	308	483
57	171.00	1200.01	343	481
58	174.00	1200.01	336	558
59	177.00	1200.01	341	669
60	180.00	1200.01	348	732
61	183.00	1200.01	334	840
62	186.00	1200.01	310	870
63	189.00	1200.01	321	948
64	192.00	1200.01	326	1001
65	195.00	1200.01	293	956
66	198.00	1200.01	282	955
67	201.00	1200.01	249	897
68	204.00	1200.01	274	860
69	207.00	1200.01	294	735
70	210.00	1200.01	264	595
71	213.00	1200.01	290	577
72	216.00	1200.01	286	520
73	219.00	1200.01	310	450
74	222.00	1200.01	306	523
75	225.00	1200.01	343	611
76	228.00	1200.01	324	725
77	231.00	1200.01	325	813
78	234.00	1200.01	309	917
79	237.00	1200.01	318	960
80	240.00	1200.01	352	974
81	243.00	1200.01	321	949
82	246.00	1200.01	310	993
83	249.00	1200.01	301	906
84	252.00	1200.01	281	944
85	255.00	1200.01	265	783
86	258.00	1200.01	303	710
87	261.00	1200.01	298	584
88	264.00	1200.01	297	456
89	267.00	1200.01	303	433
90	270.00	1200.01	303	495
91	273.00	1200.01	318	562
92	276.00	1200.01	290	586
93	279.00	1200.01	305	684
94	282.00	1200.01	306	801
95	285.00	1200.01	268	888
96	288.00	1200.01	332	962
97	291.00	1200.01	287	930
98	294.00	1200.01	319	967
99	297.00	1200.01	298	938
100	300.00	1200.01	336	898
101	303.00	1200.01	344	884
102	306.00	1200.01	317	767
103	309.00	1200.01	347	603
104	312.00	1200.01	362	565
105	315.00	1200.01	346	517
106	318.00	1200.01	357	472
107	321.00	1200.01	352	506
108	324.00	1200.01	340	584
109	327.00	1200.01	339	621
110	330.00	1200.01	297	754
111	333.00	1200.01	258	853
112	336.00	1200.01	290	923
113	339.00	1200.01	261	981
114	342.00	1200.01	277	1039
115	345.00	1200.01	289	991
116	348.00	1200.01	331	972
117	351.00	1200.01	327	906
118	354.00	1200.01	311	807
119	357.00	1200.01	329	771
120	360.00	1200.01	364	677
121	363.00	1200.01	338	534
122	366.00	1200.01	365	523
123	369.00	1200.01	339	461
124	372.00	1200.01	328	491
125	375.00	1200.01	330	564
126	378.00	1200.01	322	694
127	381.00	1200.01	312	753
128	384.00	1200.01	271	859
129	387.00	1200.01	241	960
130	390.00	1200.01	254	991
131	393.00	1200.01	284	926
132	396.00	1200.01	296	965
133	399.00	1200.01	296	957
134	402.00	1200.01	344	899
135	405.00	1200.01	290	808
136	408.00	1200.01	352	731
137	411.00	1200.01	331	625
138	414.00	1200.01	372	600
139	417.00	1200.01	319	599
140	420.00	1200.01	374	662
141	423.00	1200.01	325	652
142	426.00	1200.01	341	704
143	429.00	1200.01	290	716
144	432.00	1200.01	272	762
* end: 10/09/2023 20:43:06
