* begin:	10.06.2021 16:03:44
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF2_pi2_20m.cfg
*
* no cfg file, sc file created manually
* 0	43.1000977	10.0	2002	2352	60282	5237	3706179828	4354	0.0000000	0.0000000
* Date: 10.06.2021	Time: 16:23
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 1200.001000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	2	7
1	1.00	8	12
2	2.00	12	4
3	3.00	4	8
4	4.00	8	18
5	5.00	7	15
6	6.00	7	16
7	7.00	2	14
8	8.00	10	11
9	9.00	5	21
10	10.00	9	38
11	11.00	4	15
12	12.00	7	20
13	13.00	8	12
14	14.00	5	18
15	15.00	7	17
16	16.00	8	17
17	17.00	10	18
18	18.00	8	12
19	19.00	3	11
20	20.00	10	11
21	21.00	7	15
22	22.00	9	16
23	23.00	6	23
24	24.00	1	16
25	25.00	5	17
26	26.00	6	27
27	27.00	3	18
28	28.00	3	19
29	29.00	9	16
30	30.00	8	27
31	31.00	5	21
32	32.00	7	24
33	33.00	2	22
34	34.00	11	18
35	35.00	8	18
36	36.00	4	19
37	37.00	3	11
38	38.00	6	10
39	39.00	5	20
40	40.00	6	9
41	41.00	7	18
42	42.00	7	24
43	43.00	13	14
44	44.00	2	12
45	45.00	5	18
46	46.00	6	19
47	47.00	5	26
48	48.00	10	22
49	49.00	3	25
50	50.00	4	28
51	51.00	7	16
52	52.00	10	12
53	53.00	8	13
54	54.00	9	13
55	55.00	8	11
56	56.00	6	13
57	57.00	9	13
58	58.00	5	10
59	59.00	6	11
60	60.00	11	17
61	61.00	6	13
62	62.00	9	19
63	63.00	3	14
64	64.00	10	19
65	65.00	4	25
66	66.00	7	19
67	67.00	5	16
68	68.00	5	24
69	69.00	9	20
70	70.00	5	19
71	71.00	3	10
72	72.00	10	13
73	73.00	8	9
74	74.00	2	17
75	75.00	3	11
76	76.00	7	16
77	77.00	3	13
78	78.00	5	17
79	79.00	4	23
80	80.00	9	18
81	81.00	2	32
82	82.00	3	26
83	83.00	6	16
84	84.00	5	26
85	85.00	9	24
86	86.00	3	17
87	87.00	7	24
88	88.00	4	14
89	89.00	5	14
90	90.00	6	12
91	91.00	6	8
92	92.00	6	9
93	93.00	2	10
94	94.00	9	16
95	95.00	3	14
96	96.00	5	15
97	97.00	7	14
98	98.00	7	21
99	99.00	4	21
100	100.00	5	25
101	101.00	4	21
102	102.00	6	27
103	103.00	7	25
104	104.00	7	25
105	105.00	6	17
106	106.00	5	12
107	107.00	5	20
108	108.00	15	17
109	109.00	5	10
110	110.00	6	13
111	111.00	8	11
112	112.00	7	14
113	113.00	9	16
114	114.00	9	23
115	115.00	6	24
116	116.00	5	12
117	117.00	4	21
118	118.00	11	29
119	119.00	6	15
120	120.00	3	21
121	121.00	7	21
122	122.00	14	25
123	123.00	7	30
124	124.00	6	15
125	125.00	7	21
126	126.00	10	11
127	127.00	6	5
128	128.00	10	14
129	129.00	4	10
130	130.00	7	11
131	131.00	8	17
132	132.00	7	20
133	133.00	10	11
134	134.00	7	24
135	135.00	5	25
136	136.00	3	13
137	137.00	6	30
138	138.00	3	22
139	139.00	6	26
140	140.00	12	18
141	141.00	5	12
142	142.00	4	18
143	143.00	4	15
144	144.00	4	15
145	145.00	4	14
146	146.00	5	11
147	147.00	11	12
148	148.00	5	11
149	149.00	7	16
150	150.00	6	21
151	151.00	6	12
152	152.00	6	14
153	153.00	5	16
154	154.00	4	23
155	155.00	5	36
156	156.00	3	20
157	157.00	9	22
158	158.00	9	26
159	159.00	9	10
160	160.00	7	17
161	161.00	9	19
162	162.00	11	10
163	163.00	7	22
164	164.00	6	17
165	165.00	12	16
166	166.00	7	12
167	167.00	7	17
168	168.00	4	5
169	169.00	8	13
170	170.00	2	17
171	171.00	13	24
172	172.00	3	22
173	173.00	4	27
174	174.00	8	15
175	175.00	8	12
176	176.00	6	20
177	177.00	3	17
178	178.00	8	18
179	179.00	6	15
180	180.00	7	10
181	181.00	7	15
182	182.00	13	8
183	183.00	9	13
184	184.00	5	17
185	185.00	10	19
186	186.00	7	16
187	187.00	8	26
188	188.00	8	32
189	189.00	4	19
190	190.00	6	26
191	191.00	5	23
192	192.00	5	22
193	193.00	6	24
194	194.00	6	19
195	195.00	10	25
196	196.00	8	20
197	197.00	6	18
198	198.00	4	18
199	199.00	7	16
200	200.00	5	13
201	201.00	4	16
202	202.00	3	16
203	203.00	7	22
204	204.00	4	16
205	205.00	2	19
206	206.00	13	12
207	207.00	4	18
208	208.00	7	32
209	209.00	7	18
210	210.00	6	17
211	211.00	2	18
212	212.00	6	26
213	213.00	14	23
214	214.00	8	17
215	215.00	5	14
216	216.00	3	20
217	217.00	4	14
218	218.00	3	13
219	219.00	11	18
220	220.00	15	15
221	221.00	5	12
222	222.00	10	12
223	223.00	6	18
224	224.00	3	22
225	225.00	7	15
226	226.00	5	31
227	227.00	7	24
228	228.00	8	22
229	229.00	3	23
230	230.00	6	15
231	231.00	13	17
232	232.00	12	18
233	233.00	6	21
234	234.00	14	10
235	235.00	7	13
236	236.00	9	16
237	237.00	3	10
238	238.00	11	17
239	239.00	6	10
240	240.00	2	15
241	241.00	8	22
242	242.00	6	20
243	243.00	3	17
244	244.00	7	20
245	245.00	4	20
246	246.00	5	18
247	247.00	9	20
248	248.00	10	18
249	249.00	5	11
250	250.00	7	19
251	251.00	6	18
252	252.00	12	14
253	253.00	12	9
254	254.00	8	14
255	255.00	6	10
256	256.00	8	11
257	257.00	9	9
258	258.00	8	19
259	259.00	10	23
260	260.00	4	25
261	261.00	9	33
262	262.00	4	27
263	263.00	4	13
264	264.00	5	28
265	265.00	7	19
266	266.00	11	27
267	267.00	7	17
268	268.00	6	15
269	269.00	2	9
270	270.00	5	16
271	271.00	10	8
272	272.00	9	13
273	273.00	9	7
274	274.00	5	10
275	275.00	5	9
276	276.00	6	16
277	277.00	6	11
278	278.00	4	16
279	279.00	3	9
280	280.00	14	18
281	281.00	4	18
282	282.00	6	20
283	283.00	4	19
284	284.00	9	20
285	285.00	7	14
286	286.00	7	11
287	287.00	5	7
288	288.00	8	15
289	289.00	10	13
290	290.00	7	5
291	291.00	9	11
292	292.00	11	12
293	293.00	11	11
294	294.00	8	21
295	295.00	7	11
296	296.00	5	14
297	297.00	5	25
298	298.00	5	31
299	299.00	7	12
300	300.00	3	24
301	301.00	6	18
302	302.00	5	19
303	303.00	8	6
304	304.00	1	8
* end: 10.06.2021 16:23:49
