# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 375 7248 377887 10095 3771211475 7623 0.0000000 0.0000000 0.9338380
-0.0858680 60.0 112 7240 376384 10120 3771211603 7352 0.0000000 0.0000000 0.9338380
-0.0717360 60.0 86 7265 376579 10181 3771211730 7351 0.0000000 0.0000000 0.9338380
-0.0646700 60.0 165 7165 377362 10024 3771211857 7330 0.0000000 0.0000000 0.9338380
-0.0505380 60.0 480 7323 375924 10072 3771211985 7803 0.0000000 0.0000000 0.9338380
-0.0364060 60.0 979 7221 376912 10154 3771212112 8200 0.0000000 0.0000000 0.9338380
-0.0222740 60.0 1274 7163 376653 10051 3771212239 8437 0.0000000 0.0000000 0.9338380
-0.0081420 60.0 1242 7188 375912 10131 3771212366 8430 0.0000000 0.0000000 0.9338380
0.0059900 60.0 982 7197 375532 10161 3771212494 8179 0.0000000 0.0000000 0.9338380
0.0201220 60.0 601 7290 376470 10075 3771212621 7891 0.0000000 0.0000000 0.9338380
0.0342540 60.0 246 7095 376875 10107 3771212748 7341 0.0000000 0.0000000 0.9338380
0.0483860 60.0 61 7240 377626 9919 3771212876 7301 0.0000000 0.0000000 0.9338380
0.0625180 60.0 152 7325 377807 10200 3771213003 7477 0.0000000 0.0000000 0.9338380
0.0766500 60.0 441 7309 376855 10084 3771213130 7750 0.0000000 0.0000000 0.9338380
0.0907820 60.0 838 7199 374584 10174 3771213257 8037 0.0000000 0.0000000 0.9338380
0.1049140 60.0 1080 7274 375468 10177 3771213385 8354 0.0000000 0.0000000 0.9338380
