# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 230 9842 380237 10114 3771199483 10072 0.0000000 0.0000000 0.4284670
-0.0858680 60.0 88 9653 378648 10242 3771199610 9741 0.0000000 0.0000000 0.4284670
-0.0717360 60.0 49 9632 371079 10123 3771199737 9681 0.0000000 0.0000000 0.4284670
-0.0646700 60.0 94 9841 371497 10021 3771199864 9935 0.0000000 0.0000000 0.4284670
-0.0505380 60.0 260 9598 375593 10253 3771199991 9858 0.0000000 0.0000000 0.4284670
-0.0364060 60.0 524 9796 376283 10235 3771200119 10320 0.0000000 0.0000000 0.4284670
-0.0222740 60.0 660 9649 376496 10147 3771200246 10309 0.0000000 0.0000000 0.4284670
-0.0081420 60.0 669 9667 375283 10227 3771200373 10336 0.0000000 0.0000000 0.4284670
0.0059900 60.0 570 9632 376101 10253 3771200500 10202 0.0000000 0.0000000 0.4284670
0.0201220 60.0 333 9689 376759 10230 3771200627 10022 0.0000000 0.0000000 0.4284670
0.0342540 60.0 132 9588 372892 10196 3771200754 9720 0.0000000 0.0000000 0.4284670
0.0483860 60.0 38 9803 373319 10023 3771200882 9841 0.0000000 0.0000000 0.4284670
0.0625180 60.0 102 9780 374139 10029 3771201009 9882 0.0000000 0.0000000 0.4284670
0.0766500 60.0 306 9543 373193 9994 3771201136 9849 0.0000000 0.0000000 0.4284670
0.0907820 60.0 466 9571 372595 10042 3771201263 10037 0.0000000 0.0000000 0.4284670
0.1049140 60.0 706 9488 373261 10133 3771201391 10194 0.0000000 0.0000000 0.4284670
