# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 284 8607 374909 10083 3771166415 8891 0.0000000 0.0000000 -0.4943850
-0.0858680 60.0 69 8586 374808 10212 3771166543 8655 0.0000000 0.0000000 -0.4943850
-0.0717360 60.0 57 8628 374493 10197 3771166670 8685 0.0000000 0.0000000 -0.4943850
-0.0646700 60.0 126 8512 371863 10471 3771166797 8638 0.0000000 0.0000000 -0.4943850
-0.0505380 60.0 402 8627 372446 10326 3771166924 9029 0.0000000 0.0000000 -0.4943850
-0.0364060 60.0 672 8750 372747 10178 3771167051 9422 0.0000000 0.0000000 -0.4943850
-0.0222740 60.0 903 8710 374408 10290 3771167178 9613 0.0000000 0.0000000 -0.4943850
-0.0081420 60.0 922 8671 375748 10243 3771167305 9593 0.0000000 0.0000000 -0.4943850
0.0059900 60.0 827 8529 375832 10094 3771167432 9356 0.0000000 0.0000000 -0.4943850
0.0201220 60.0 438 8752 374681 10083 3771167559 9190 0.0000000 0.0000000 -0.4943850
0.0342540 60.0 207 8590 372558 10013 3771167686 8797 0.0000000 0.0000000 -0.4943850
0.0483860 60.0 56 8731 372787 9972 3771167813 8787 0.0000000 0.0000000 -0.4943850
0.0625180 60.0 114 8722 372127 10285 3771167940 8836 0.0000000 0.0000000 -0.4943850
0.0766500 60.0 370 8581 376448 10117 3771168067 8951 0.0000000 0.0000000 -0.4943850
0.0907820 60.0 600 8813 377380 10138 3771168194 9413 0.0000000 0.0000000 -0.4943850
0.1049140 60.0 883 8751 377247 10034 3771168321 9634 0.0000000 0.0000000 -0.4943850
