# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 329 8203 376995 10226 3771205477 8532 0.0000000 0.0000000 0.6811520
-0.0858680 60.0 108 8262 376744 10112 3771205605 8370 0.0000000 0.0000000 0.6811520
-0.0717360 60.0 67 8278 378248 10120 3771205732 8345 0.0000000 0.0000000 0.6811520
-0.0646700 60.0 133 8073 377889 10155 3771205859 8206 0.0000000 0.0000000 0.6811520
-0.0505380 60.0 380 8141 377862 10204 3771205987 8521 0.0000000 0.0000000 0.6811520
-0.0364060 60.0 715 8147 378286 9897 3771206114 8862 0.0000000 0.0000000 0.6811520
-0.0222740 60.0 1039 8152 377696 9953 3771206241 9191 0.0000000 0.0000000 0.6811520
-0.0081420 60.0 1080 8161 378288 10113 3771206368 9241 0.0000000 0.0000000 0.6811520
0.0059900 60.0 879 8195 377930 10033 3771206495 9074 0.0000000 0.0000000 0.6811520
0.0201220 60.0 515 8234 378601 10018 3771206623 8749 0.0000000 0.0000000 0.6811520
0.0342540 60.0 236 8113 378540 10269 3771206750 8349 0.0000000 0.0000000 0.6811520
0.0483860 60.0 41 8116 371907 10139 3771206877 8157 0.0000000 0.0000000 0.6811520
0.0625180 60.0 118 8241 372093 10254 3771207005 8359 0.0000000 0.0000000 0.6811520
0.0766500 60.0 401 8112 372731 10019 3771207132 8513 0.0000000 0.0000000 0.6811520
0.0907820 60.0 740 8268 372493 10096 3771207259 9008 0.0000000 0.0000000 0.6811520
0.1049140 60.0 979 8165 372135 10273 3771207387 9144 0.0000000 0.0000000 0.6811520
