# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 256 9542 371410 10237 3770515423 9798 0.0000000 0.0000000 -0.0988770
-0.0929340 60.0 203 9527 370880 10340 3770515550 9730 0.0000000 0.0000000 -0.0988770
-0.0858680 60.0 146 9478 371236 10174 3770515677 9624 0.0000000 0.0000000 -0.0988770
-0.0788020 60.0 119 9681 371604 10362 3770515804 9800 0.0000000 0.0000000 -0.0988770
-0.0717360 60.0 123 9620 371286 10153 3770515931 9743 0.0000000 0.0000000 -0.0988770
-0.0646700 60.0 114 9699 369603 10272 3770516058 9813 0.0000000 0.0000000 -0.0988770
-0.0576040 60.0 160 9659 371443 10205 3770516185 9819 0.0000000 0.0000000 -0.0988770
-0.0505380 60.0 214 9692 370743 10138 3770516312 9906 0.0000000 0.0000000 -0.0988770
-0.0434720 60.0 274 9453 370616 10220 3770516439 9727 0.0000000 0.0000000 -0.0988770
-0.0364060 60.0 380 9595 370320 10431 3770516566 9975 0.0000000 0.0000000 -0.0988770
-0.0293400 60.0 432 9585 370006 10200 3770516694 10017 0.0000000 0.0000000 -0.0988770
-0.0222740 60.0 483 9572 371511 10138 3770516821 10055 0.0000000 0.0000000 -0.0988770
-0.0152080 60.0 516 9651 370905 10208 3770516948 10167 0.0000000 0.0000000 -0.0988770
-0.0081420 60.0 520 9572 370863 10103 3770517075 10092 0.0000000 0.0000000 -0.0988770
-0.0010760 60.0 498 9680 370701 10074 3770517202 10178 0.0000000 0.0000000 -0.0988770
0.0059900 60.0 446 9574 371066 10148 3770517329 10020 0.0000000 0.0000000 -0.0988770
0.0130560 60.0 408 9721 371271 10164 3770517456 10129 0.0000000 0.0000000 -0.0988770
0.0201220 60.0 370 9689 370777 10145 3770517583 10059 0.0000000 0.0000000 -0.0988770
0.0271880 60.0 279 9725 371701 10046 3770517710 10004 0.0000000 0.0000000 -0.0988770
0.0342540 60.0 211 9787 371003 10104 3770517837 9998 0.0000000 0.0000000 -0.0988770
0.0413200 60.0 171 9662 371582 10125 3770517965 9833 0.0000000 0.0000000 -0.0988770
0.0483860 60.0 124 9673 370743 10325 3770518092 9797 0.0000000 0.0000000 -0.0988770
0.0554520 60.0 103 9695 370931 10221 3770518219 9798 0.0000000 0.0000000 -0.0988770
0.0625180 60.0 116 9525 370415 10283 3770518346 9641 0.0000000 0.0000000 -0.0988770
0.0695840 60.0 157 9616 370131 10198 3770518473 9773 0.0000000 0.0000000 -0.0988770
0.0766500 60.0 201 9640 370715 10287 3770518600 9841 0.0000000 0.0000000 -0.0988770
0.0837160 60.0 268 9672 372052 10363 3770518727 9940 0.0000000 0.0000000 -0.0988770
0.0907820 60.0 322 9594 371081 10085 3770518854 9916 0.0000000 0.0000000 -0.0988770
0.0978480 60.0 414 9672 371276 10263 3770518981 10086 0.0000000 0.0000000 -0.0988770
0.1049140 60.0 472 9652 370456 10037 3770519108 10124 0.0000000 0.0000000 -0.0988770
0.1119800 60.0 479 9656 370886 10276 3770519236 10135 0.0000000 0.0000000 -0.0988770
