# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 391 8255 369194 10339 3770503589 8646 0.0000000 0.0000000 -0.3735350
-0.0929340 60.0 278 8146 369059 10292 3770503716 8424 0.0000000 0.0000000 -0.3735350
-0.0858680 60.0 246 8117 370301 10407 3770503843 8363 0.0000000 0.0000000 -0.3735350
-0.0788020 60.0 189 8194 370126 10108 3770503970 8383 0.0000000 0.0000000 -0.3735350
-0.0717360 60.0 176 8210 369862 10069 3770504097 8386 0.0000000 0.0000000 -0.3735350
-0.0646700 60.0 175 8421 371242 10044 3770504224 8596 0.0000000 0.0000000 -0.3735350
-0.0576040 60.0 251 8225 370506 10134 3770504351 8476 0.0000000 0.0000000 -0.3735350
-0.0505380 60.0 327 8338 370667 10086 3770504478 8665 0.0000000 0.0000000 -0.3735350
-0.0434720 60.0 421 8172 370580 10166 3770504605 8593 0.0000000 0.0000000 -0.3735350
-0.0364060 60.0 507 8253 370930 10048 3770504732 8760 0.0000000 0.0000000 -0.3735350
-0.0293400 60.0 634 8273 371975 10240 3770504859 8907 0.0000000 0.0000000 -0.3735350
-0.0222740 60.0 726 8262 371364 10084 3770504986 8988 0.0000000 0.0000000 -0.3735350
-0.0152080 60.0 789 8312 369964 10182 3770505113 9101 0.0000000 0.0000000 -0.3735350
-0.0081420 60.0 787 8442 370589 10145 3770505240 9229 0.0000000 0.0000000 -0.3735350
-0.0010760 60.0 774 8115 369921 10039 3770505367 8889 0.0000000 0.0000000 -0.3735350
0.0059900 60.0 696 8045 371339 10151 3770505494 8741 0.0000000 0.0000000 -0.3735350
0.0130560 60.0 614 8432 370258 10269 3770505621 9046 0.0000000 0.0000000 -0.3735350
0.0201220 60.0 563 8347 371569 10059 3770505748 8910 0.0000000 0.0000000 -0.3735350
0.0271880 60.0 385 8255 370293 10083 3770505875 8640 0.0000000 0.0000000 -0.3735350
0.0342540 60.0 343 8281 370020 10158 3770506002 8624 0.0000000 0.0000000 -0.3735350
0.0413200 60.0 230 8321 370841 10163 3770506129 8551 0.0000000 0.0000000 -0.3735350
0.0483860 60.0 187 8184 370115 10150 3770506256 8371 0.0000000 0.0000000 -0.3735350
0.0554520 60.0 178 8078 370232 10288 3770506383 8256 0.0000000 0.0000000 -0.3735350
0.0625180 60.0 169 8297 375540 9971 3770506510 8466 0.0000000 0.0000000 -0.3735350
0.0695840 60.0 243 8230 375470 10145 3770506637 8473 0.0000000 0.0000000 -0.3735350
0.0766500 60.0 314 8226 375366 10185 3770506764 8540 0.0000000 0.0000000 -0.3735350
0.0837160 60.0 400 8450 375493 10092 3770506891 8850 0.0000000 0.0000000 -0.3735350
0.0907820 60.0 484 8217 374737 10262 3770507018 8701 0.0000000 0.0000000 -0.3735350
0.0978480 60.0 637 8274 374502 10322 3770507145 8911 0.0000000 0.0000000 -0.3735350
0.1049140 60.0 692 8430 374759 10127 3770507272 9122 0.0000000 0.0000000 -0.3735350
0.1119800 60.0 776 8322 375576 10390 3770507399 9098 0.0000000 0.0000000 -0.3735350
