# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 295 9200 375543 10060 3770511478 9495 0.0000000 0.0000000 -0.1867680
-0.0929340 60.0 206 9180 375330 10261 3770511605 9386 0.0000000 0.0000000 -0.1867680
-0.0858680 60.0 161 9203 374551 10285 3770511732 9364 0.0000000 0.0000000 -0.1867680
-0.0788020 60.0 139 8915 374393 10103 3770511859 9054 0.0000000 0.0000000 -0.1867680
-0.0717360 60.0 115 9411 374211 10218 3770511986 9526 0.0000000 0.0000000 -0.1867680
-0.0646700 60.0 137 9225 374300 10246 3770512113 9362 0.0000000 0.0000000 -0.1867680
-0.0576040 60.0 171 9295 375870 10185 3770512240 9466 0.0000000 0.0000000 -0.1867680
-0.0505380 60.0 269 9166 374910 10341 3770512367 9435 0.0000000 0.0000000 -0.1867680
-0.0434720 60.0 324 9232 374533 10261 3770512494 9556 0.0000000 0.0000000 -0.1867680
-0.0364060 60.0 388 9154 374151 10227 3770512621 9542 0.0000000 0.0000000 -0.1867680
-0.0293400 60.0 486 9172 374424 10259 3770512748 9658 0.0000000 0.0000000 -0.1867680
-0.0222740 60.0 524 9201 374004 10013 3770512875 9725 0.0000000 0.0000000 -0.1867680
-0.0152080 60.0 583 9150 374645 10188 3770513002 9733 0.0000000 0.0000000 -0.1867680
-0.0081420 60.0 552 9134 375205 10215 3770513129 9686 0.0000000 0.0000000 -0.1867680
-0.0010760 60.0 582 9156 374862 10370 3770513256 9738 0.0000000 0.0000000 -0.1867680
0.0059900 60.0 538 9295 375076 10055 3770513383 9833 0.0000000 0.0000000 -0.1867680
0.0130560 60.0 476 9442 375203 10191 3770513510 9918 0.0000000 0.0000000 -0.1867680
0.0201220 60.0 396 9281 376011 10253 3770513637 9677 0.0000000 0.0000000 -0.1867680
0.0271880 60.0 347 9293 374085 10242 3770513764 9640 0.0000000 0.0000000 -0.1867680
0.0342540 60.0 250 9403 375736 10271 3770513892 9653 0.0000000 0.0000000 -0.1867680
0.0413200 60.0 168 9369 372544 10344 3770514019 9537 0.0000000 0.0000000 -0.1867680
0.0483860 60.0 146 9142 372085 10170 3770514146 9288 0.0000000 0.0000000 -0.1867680
0.0554520 60.0 109 9221 371069 10068 3770514273 9330 0.0000000 0.0000000 -0.1867680
0.0625180 60.0 137 9270 371427 10274 3770514400 9407 0.0000000 0.0000000 -0.1867680
0.0695840 60.0 193 9213 370501 9999 3770514527 9406 0.0000000 0.0000000 -0.1867680
0.0766500 60.0 229 9235 370533 10235 3770514654 9464 0.0000000 0.0000000 -0.1867680
0.0837160 60.0 293 9175 370565 10278 3770514781 9468 0.0000000 0.0000000 -0.1867680
0.0907820 60.0 358 9190 370544 10274 3770514908 9548 0.0000000 0.0000000 -0.1867680
0.0978480 60.0 473 9210 371370 10118 3770515035 9683 0.0000000 0.0000000 -0.1867680
0.1049140 60.0 537 9354 371694 10066 3770515162 9891 0.0000000 0.0000000 -0.1867680
0.1119800 60.0 596 9169 370616 10149 3770515289 9765 0.0000000 0.0000000 -0.1867680
