# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 14 107 80.000
1.000 3600.000 42 174 80.000
2.000 3600.000 50 178 80.000
3.000 3600.000 54 143 80.000
4.000 3600.000 32 127 80.000
5.000 3600.000 29 78 80.000
6.000 3600.000 48 80 80.000
7.000 3600.000 39 59 80.000
8.000 3600.000 33 84 80.000
9.000 3600.000 36 72 80.000
10.000 3600.000 56 86 80.000
11.000 3600.000 37 118 80.000
12.000 3600.000 44 121 80.000
13.000 3600.000 40 126 80.000
14.000 3600.000 43 149 80.000
15.000 3600.000 36 158 80.000
16.000 3600.000 56 176 80.000
17.000 3600.000 38 155 80.000
18.000 3600.000 45 144 80.000
19.000 3600.000 32 119 80.000
20.000 3600.000 40 104 80.000
21.000 3600.000 43 76 80.000
22.000 3600.000 40 82 80.000
23.000 3600.000 30 55 80.000
24.000 3600.000 47 85 80.000
25.000 3600.000 31 100 80.000
26.000 3600.000 39 130 80.000
27.000 3600.000 31 112 80.000
28.000 3600.000 44 155 80.000
29.000 3600.000 36 159 80.000
30.000 3600.000 46 195 80.000
31.000 3600.000 38 136 80.000
32.000 3600.000 39 168 80.000
33.000 3600.000 45 151 80.000
34.000 3600.000 36 131 80.000
35.000 3600.000 37 105 80.000
36.000 3600.000 36 91 80.000
37.000 3600.000 44 74 80.000
38.000 3600.000 42 66 80.000
39.000 3600.000 42 54 80.000
40.000 3600.000 36 61 80.000
41.000 3600.000 29 86 80.000
42.000 3600.000 49 118 80.000
43.000 3600.000 29 110 80.000
44.000 3600.000 38 174 80.000
45.000 3600.000 40 168 80.000
46.000 3600.000 50 209 80.000
47.000 3600.000 42 175 80.000
48.000 3600.000 38 190 80.000
49.000 3600.000 35 133 80.000
50.000 3600.000 49 144 80.000
51.000 3600.000 35 104 80.000
52.000 3600.000 30 127 80.000
53.000 3600.000 32 78 80.000
54.000 3600.000 37 54 80.000
55.000 3600.000 35 55 80.000
56.000 3600.000 30 80 80.000
57.000 3600.000 34 84 80.000
58.000 3600.000 40 95 80.000
59.000 3600.000 35 120 80.000
60.000 3600.000 31 135 80.000
61.000 3600.000 47 160 80.000
62.000 3600.000 53 190 80.000
63.000 3600.000 40 166 80.000
64.000 3600.000 44 173 80.000
65.000 3600.000 35 149 80.000
66.000 3600.000 45 142 80.000
67.000 3600.000 27 120 80.000
68.000 3600.000 33 98 80.000
69.000 3600.000 46 82 80.000
70.000 3600.000 37 55 80.000
71.000 3600.000 41 53 80.000
72.000 3600.000 47 72 80.000
73.000 3600.000 39 79 80.000
74.000 3600.000 30 104 80.000
75.000 3600.000 40 112 80.000
76.000 3600.000 34 140 80.000
77.000 3600.000 45 151 80.000
78.000 3600.000 42 168 80.000
79.000 3600.000 49 171 80.000
80.000 3600.000 55 189 80.000
81.000 3600.000 42 161 80.000
82.000 3600.000 41 140 80.000
83.000 3600.000 28 121 80.000
84.000 3600.000 42 98 80.000
85.000 3600.000 42 74 80.000
86.000 3600.000 38 61 80.000
87.000 3600.000 35 58 80.000
88.000 3600.000 34 64 80.000
89.000 3600.000 31 67 80.000
90.000 3600.000 37 101 80.000
91.000 3600.000 41 113 80.000
92.000 3600.000 41 166 80.000
93.000 3600.000 37 161 80.000
94.000 3600.000 39 190 80.000
95.000 3600.000 40 175 80.000
96.000 3600.000 42 195 80.000
97.000 3600.000 36 144 80.000
98.000 3600.000 32 123 80.000
99.000 3600.000 34 96 80.000
100.000 3600.000 43 95 80.000
101.000 3600.000 48 69 80.000
102.000 3600.000 52 69 80.000
103.000 3600.000 40 60 80.000
104.000 3600.000 45 75 80.000
105.000 3600.000 44 71 80.000
106.000 3600.000 44 96 80.000
107.000 3600.000 32 121 80.000
108.000 3600.000 40 152 80.000
109.000 3600.000 44 162 80.000
110.000 3600.000 44 175 80.000
111.000 3600.000 47 171 80.000
112.000 3600.000 54 186 80.000
113.000 3600.000 43 143 80.000
114.000 3600.000 44 140 80.000
115.000 3600.000 42 123 80.000
116.000 3600.000 45 100 80.000
117.000 3600.000 39 72 80.000
118.000 3600.000 43 68 80.000
119.000 3600.000 34 45 80.000
120.000 3600.000 38 57 80.000
121.000 3600.000 40 78 80.000
122.000 3600.000 38 109 80.000
123.000 3600.000 46 137 80.000
124.000 3600.000 40 124 80.000
125.000 3600.000 43 152 80.000
126.000 3600.000 38 171 80.000
127.000 3600.000 51 199 80.000
128.000 3600.000 45 172 80.000
129.000 3600.000 43 140 80.000
130.000 3600.000 45 129 80.000
131.000 3600.000 31 98 80.000
132.000 3600.000 47 87 80.000
133.000 3600.000 36 68 80.000
134.000 3600.000 39 63 80.000
135.000 3600.000 40 68 80.000
136.000 3600.000 50 65 80.000
137.000 3600.000 47 69 80.000
138.000 3600.000 33 103 80.000
139.000 3600.000 41 107 80.000
140.000 3600.000 56 147 80.000
141.000 3600.000 40 171 80.000
142.000 3600.000 46 187 80.000
143.000 3600.000 48 169 80.000
144.000 3600.000 48 159 80.000
145.000 3600.000 41 146 80.000
146.000 3600.000 41 131 80.000
147.000 3600.000 38 103 80.000
148.000 3600.000 41 90 80.000
149.000 3600.000 25 54 80.000
150.000 3600.000 46 71 80.000
151.000 3600.000 33 56 80.000
152.000 3600.000 37 72 80.000
153.000 3600.000 43 74 80.000
154.000 3600.000 34 92 80.000
155.000 3600.000 34 114 80.000
156.000 3600.000 50 157 80.000
157.000 3600.000 32 141 80.000
158.000 3600.000 27 195 80.000
159.000 3600.000 40 194 80.000
160.000 3600.000 48 180 80.000
161.000 3600.000 34 148 80.000
162.000 3600.000 45 143 80.000
163.000 3600.000 34 88 80.000
164.000 3600.000 41 88 80.000
165.000 3600.000 44 70 80.000
166.000 3600.000 42 57 80.000
167.000 3600.000 27 61 80.000
168.000 3600.000 36 64 80.000
169.000 3600.000 31 79 80.000
170.000 3600.000 51 102 80.000
171.000 3600.000 34 123 80.000
172.000 3600.000 36 158 80.000
173.000 3600.000 30 163 80.000
174.000 3600.000 50 166 80.000
175.000 3600.000 39 169 80.000
176.000 3600.000 49 155 80.000
177.000 3600.000 49 150 80.000
178.000 3600.000 47 133 80.000
179.000 3600.000 41 114 80.000
180.000 3600.000 35 85 80.000
181.000 3600.000 34 70 80.000
182.000 3600.000 38 53 80.000
183.000 3600.000 37 50 80.000
184.000 3600.000 42 66 80.000
185.000 3600.000 34 71 80.000
186.000 3600.000 41 101 80.000
187.000 3600.000 34 115 80.000
188.000 3600.000 44 166 80.000
189.000 3600.000 39 169 80.000
190.000 3600.000 33 181 80.000
