# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 341 4510 123603 1038 3776448203 5889 0.000000 0.000000 -0.100000
-2.801514 20.0 556 3519 123906 1783 3776448230 5858 0.000000 0.000000 -0.100000
-2.614746 20.0 680 2878 124119 2243 3776448256 5801 0.000000 0.000000 -0.100000
-2.384033 20.0 824 2666 127350 2295 3776448283 5785 0.000000 0.000000 -0.100000
-2.197266 20.0 758 2929 127493 2156 3776448310 5843 0.000000 0.000000 -0.100000
-2.010498 20.0 580 3670 127353 1573 3776448336 5823 0.000000 0.000000 -0.100000
-1.790771 20.0 366 4939 127142 725 3776448363 6030 0.000000 0.000000 -0.100000
-1.604004 20.0 257 5364 129266 355 3776448390 5976 0.000000 0.000000 -0.100000
-1.395264 20.0 239 5681 129120 308 3776448416 6228 0.000000 0.000000 -0.100000
-1.186523 20.0 264 5155 128824 678 3776448443 6097 0.000000 0.000000 -0.100000
-0.999756 20.0 379 4378 129605 1216 3776448470 5973 0.000000 0.000000 -0.100000
-0.812988 20.0 550 3640 130054 1770 3776448497 5960 0.000000 0.000000 -0.100000
-0.604248 20.0 697 2858 130549 2257 3776448523 5812 0.000000 0.000000 -0.100000
-0.395508 20.0 783 2690 130178 2391 3776448550 5864 0.000000 0.000000 -0.100000
-0.208740 20.0 725 3045 126214 2053 3776448577 5823 0.000000 0.000000 -0.100000
-0.010986 20.0 607 3731 126671 1433 3776448603 5771 0.000000 0.000000 -0.100000
0.186768 20.0 383 4920 126834 754 3776448630 6057 0.000000 0.000000 -0.100000
0.384522 20.0 283 5438 125586 397 3776448657 6118 0.000000 0.000000 -0.100000
0.604248 20.0 176 5600 126508 242 3776448683 6018 0.000000 0.000000 -0.100000
0.802002 20.0 257 5334 126714 522 3776448710 6113 0.000000 0.000000 -0.100000
0.988769 20.0 361 4546 126186 1078 3776448737 5985 0.000000 0.000000 -0.100000
1.186523 20.0 563 3718 124729 1705 3776448764 5986 0.000000 0.000000 -0.100000
1.395264 20.0 666 2815 130296 2274 3776448790 5755 0.000000 0.000000 -0.100000
1.604004 20.0 808 2627 129635 2385 3776448817 5820 0.000000 0.000000 -0.100000
1.801758 20.0 774 2848 129237 2266 3776448844 5888 0.000000 0.000000 -0.100000
1.988525 20.0 632 3612 129504 1613 3776448871 5857 0.000000 0.000000 -0.100000
2.197266 20.0 474 4463 129767 907 3776448897 5844 0.000000 0.000000 -0.100000
2.395020 20.0 322 5323 130221 512 3776448924 6157 0.000000 0.000000 -0.100000
2.614746 20.0 213 5750 129647 262 3776448950 6225 0.000000 0.000000 -0.100000
2.790527 20.0 228 5370 122996 490 3776448977 6088 0.000000 0.000000 -0.100000
2.999268 20.0 347 4553 124770 1136 3776449004 6036 0.000000 0.000000 -0.100000
