# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 257 5402 124203 392 3776467895 6051 0.000000 0.000000 1.200000
-2.801514 20.0 214 5421 122884 442 3776467922 6077 0.000000 0.000000 1.200000
-2.603760 20.0 280 5123 123990 730 3776467949 6133 0.000000 0.000000 1.200000
-2.395020 20.0 364 4318 126365 1296 3776467975 5978 0.000000 0.000000 1.200000
-2.208252 20.0 629 3366 125345 1954 3776468002 5949 0.000000 0.000000 1.200000
-1.999512 20.0 742 2899 125574 2180 3776468029 5821 0.000000 0.000000 1.200000
-1.812744 20.0 744 2924 125461 2165 3776468056 5833 0.000000 0.000000 1.200000
-1.614990 20.0 670 3514 126060 1716 3776468082 5900 0.000000 0.000000 1.200000
-1.406250 20.0 528 4282 125560 1151 3776468109 5961 0.000000 0.000000 1.200000
-1.197510 20.0 383 5132 124810 628 3776468136 6143 0.000000 0.000000 1.200000
-1.010742 20.0 259 5498 129034 377 3776468163 6134 0.000000 0.000000 1.200000
-0.802002 20.0 234 5534 130114 434 3776468190 6202 0.000000 0.000000 1.200000
-0.604248 20.0 302 5015 131192 873 3776468216 6190 0.000000 0.000000 1.200000
-0.395508 20.0 441 4331 130263 1250 3776468243 6022 0.000000 0.000000 1.200000
-0.186768 20.0 630 3211 125380 1978 3776468270 5819 0.000000 0.000000 1.200000
-0.010986 20.0 721 2817 124419 2224 3776468297 5762 0.000000 0.000000 1.200000
0.197754 20.0 740 2903 124838 2235 3776468323 5878 0.000000 0.000000 1.200000
0.395508 20.0 686 3321 124184 1763 3776468350 5770 0.000000 0.000000 1.200000
0.604248 20.0 572 4174 131113 1238 3776468377 5984 0.000000 0.000000 1.200000
0.802002 20.0 434 4968 131197 809 3776468404 6211 0.000000 0.000000 1.200000
0.988769 20.0 260 5506 130048 453 3776468431 6219 0.000000 0.000000 1.200000
1.186523 20.0 243 5635 131028 408 3776468458 6286 0.000000 0.000000 1.200000
1.395264 20.0 284 5035 129693 769 3776468484 6088 0.000000 0.000000 1.200000
1.604004 20.0 424 4180 130005 1318 3776468511 5922 0.000000 0.000000 1.200000
1.779785 20.0 538 3416 128589 1861 3776468538 5815 0.000000 0.000000 1.200000
1.999512 20.0 702 3041 129749 2091 3776468565 5834 0.000000 0.000000 1.200000
2.208252 20.0 782 2885 130935 2214 3776468591 5881 0.000000 0.000000 1.200000
2.384033 20.0 732 3319 131212 1831 3776468618 5882 0.000000 0.000000 1.200000
2.592773 20.0 639 4016 131221 1401 3776468645 6056 0.000000 0.000000 1.200000
2.790527 20.0 420 4893 131381 776 3776468672 6089 0.000000 0.000000 1.200000
2.999268 20.0 267 5468 132027 374 3776468699 6109 0.000000 0.000000 1.200000
