# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.768799 20.0 7345 4704 164521 1 3793754444 12049 0.000000 0.000000
-1.669922 20.0 6950 4976 163685 2 3793754471 11926 0.000000 0.000000
-1.604004 20.0 6665 5442 163964 3 3793754497 12107 0.000000 0.000000
-1.494141 20.0 5807 6256 163372 3 3793754523 12063 0.000000 0.000000
-1.428223 20.0 5351 6772 162000 3 3793754549 12123 0.000000 0.000000
-1.340332 20.0 4493 7610 163338 2 3793754575 12103 0.000000 0.000000
-1.241455 20.0 3902 8132 161983 2 3793754601 12034 0.000000 0.000000
-1.164551 20.0 3351 8966 162744 0 3793754627 12317 0.000000 0.000000
-1.087646 20.0 2859 9380 162438 3 3793754653 12239 0.000000 0.000000
-0.999756 20.0 2672 9650 162736 1 3793754679 12322 0.000000 0.000000
-0.911865 20.0 2341 9834 163556 1 3793754706 12175 0.000000 0.000000
-0.823975 20.0 2677 9738 163559 3 3793754732 12415 0.000000 0.000000
-0.725098 20.0 2495 9980 163931 1 3793754758 12475 0.000000 0.000000
-0.648193 20.0 3030 9374 160807 4 3793754784 12404 0.000000 0.000000
-0.560303 20.0 3506 8752 159521 3 3793754810 12258 0.000000 0.000000
-0.472412 20.0 4073 8207 159780 4 3793754836 12280 0.000000 0.000000
-0.395508 20.0 4530 7723 159017 4 3793754862 12253 0.000000 0.000000
-0.285645 20.0 5471 6736 159979 3 3793754888 12207 0.000000 0.000000
-0.219727 20.0 6033 5997 159619 3 3793754915 12030 0.000000 0.000000
-0.120850 20.0 6732 5389 158780 1 3793754941 12121 0.000000 0.000000
-0.032959 20.0 6997 5082 160535 2 3793754967 12079 0.000000 0.000000
0.043945 20.0 7437 4686 159433 2 3793754993 12123 0.000000 0.000000
0.120850 20.0 7625 4421 161021 2 3793755019 12046 0.000000 0.000000
0.219727 20.0 7495 4495 161959 2 3793755045 11990 0.000000 0.000000
0.296631 20.0 7294 4677 163062 1 3793755071 11971 0.000000 0.000000
0.373535 20.0 6973 4945 162281 2 3793755097 11918 0.000000 0.000000
0.472412 20.0 6829 5537 163468 3 3793755123 12366 0.000000 0.000000
0.560303 20.0 5938 6221 161566 3 3793755150 12159 0.000000 0.000000
0.648193 20.0 5243 6932 161771 5 3793755176 12175 0.000000 0.000000
0.725098 20.0 4471 7641 161653 0 3793755202 12112 0.000000 0.000000
0.823975 20.0 4009 8422 161530 3 3793755228 12431 0.000000 0.000000
0.889893 20.0 3458 8668 167922 3 3793755254 12126 0.000000 0.000000
0.977783 20.0 2878 9293 166604 5 3793755280 12171 0.000000 0.000000
1.076660 20.0 2557 9731 167219 5 3793755306 12288 0.000000 0.000000
1.164551 20.0 2381 9836 166752 1 3793755332 12217 0.000000 0.000000
1.263428 20.0 2467 10029 165965 0 3793755359 12496 0.000000 0.000000
1.340332 20.0 2597 9880 168069 3 3793755385 12477 0.000000 0.000000
1.417236 20.0 2930 9416 165046 4 3793755411 12346 0.000000 0.000000
1.505127 20.0 3466 8842 164660 2 3793755437 12308 0.000000 0.000000
1.593018 20.0 3982 8028 164297 4 3793755463 12010 0.000000 0.000000
1.680908 20.0 4603 7604 165043 1 3793755489 12207 0.000000 0.000000
1.768799 20.0 5103 7079 165159 6 3793755515 12182 0.000000 0.000000
