# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 459 8198 375201 10081 3770981204 8657 0.0000000 0.0000000 -0.7470700
-0.0858680 60.0 204 8117 374658 10096 3770981331 8321 0.0000000 0.0000000 -0.7470700
-0.0717360 60.0 54 8057 374886 10053 3770981458 8111 0.0000000 0.0000000 -0.7470700
-0.0646700 60.0 79 8027 375099 10066 3770981585 8106 0.0000000 0.0000000 -0.7470700
-0.0505380 60.0 307 8295 375034 10130 3770981712 8602 0.0000000 0.0000000 -0.7470700
-0.0364060 60.0 600 8219 375440 10190 3770981839 8819 0.0000000 0.0000000 -0.7470700
-0.0222740 60.0 932 8136 375550 10078 3770981966 9068 0.0000000 0.0000000 -0.7470700
-0.0081420 60.0 982 8136 375208 10252 3770982093 9118 0.0000000 0.0000000 -0.7470700
0.0059900 60.0 989 8168 376462 10089 3770982220 9157 0.0000000 0.0000000 -0.7470700
0.0201220 60.0 688 8226 375043 10139 3770982347 8914 0.0000000 0.0000000 -0.7470700
0.0342540 60.0 357 8213 375513 10282 3770982474 8570 0.0000000 0.0000000 -0.7470700
0.0483860 60.0 91 8287 375088 10183 3770982601 8378 0.0000000 0.0000000 -0.7470700
0.0625180 60.0 61 8246 375223 10126 3770982728 8307 0.0000000 0.0000000 -0.7470700
0.0766500 60.0 222 8051 374960 10153 3770982855 8273 0.0000000 0.0000000 -0.7470700
0.0907820 60.0 562 8148 375687 10288 3770982982 8710 0.0000000 0.0000000 -0.7470700
0.1049140 60.0 842 8209 374980 10218 3770983109 9051 0.0000000 0.0000000 -0.7470700
