# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 397 8997 376148 10210 3770984196 9394 0.0000000 0.0000000 -0.6262210
-0.0858680 60.0 150 8937 374796 10352 3770984323 9087 0.0000000 0.0000000 -0.6262210
-0.0717360 60.0 46 8891 374986 10236 3770984450 8937 0.0000000 0.0000000 -0.6262210
-0.0646700 60.0 71 8986 374072 10281 3770984577 9057 0.0000000 0.0000000 -0.6262210
-0.0505380 60.0 259 9035 375271 10239 3770984704 9294 0.0000000 0.0000000 -0.6262210
-0.0364060 60.0 479 9042 375151 9922 3770984831 9521 0.0000000 0.0000000 -0.6262210
-0.0222740 60.0 722 8968 374493 10208 3770984958 9690 0.0000000 0.0000000 -0.6262210
-0.0081420 60.0 928 8860 374273 9983 3770985085 9788 0.0000000 0.0000000 -0.6262210
0.0059900 60.0 809 8865 374628 10193 3770985212 9674 0.0000000 0.0000000 -0.6262210
0.0201220 60.0 588 8818 375284 9997 3770985339 9406 0.0000000 0.0000000 -0.6262210
0.0342540 60.0 310 9059 375816 10030 3770985466 9369 0.0000000 0.0000000 -0.6262210
0.0483860 60.0 90 8863 374224 10218 3770985593 8953 0.0000000 0.0000000 -0.6262210
0.0625180 60.0 45 8998 375956 10106 3770985720 9043 0.0000000 0.0000000 -0.6262210
0.0766500 60.0 208 9009 374808 10195 3770985847 9217 0.0000000 0.0000000 -0.6262210
0.0907820 60.0 460 8957 375580 10132 3770985974 9417 0.0000000 0.0000000 -0.6262210
0.1049140 60.0 715 8773 375406 10136 3770986101 9488 0.0000000 0.0000000 -0.6262210
