# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 606 7553 374490 10103 3770978211 8159 0.0000000 0.0000000 -0.8789060
-0.0858680 60.0 187 7528 373467 10044 3770978339 7715 0.0000000 0.0000000 -0.8789060
-0.0717360 60.0 84 7400 374357 10172 3770978466 7484 0.0000000 0.0000000 -0.8789060
-0.0646700 60.0 99 7440 374475 10220 3770978593 7539 0.0000000 0.0000000 -0.8789060
-0.0505380 60.0 348 7439 373909 10316 3770978720 7787 0.0000000 0.0000000 -0.8789060
-0.0364060 60.0 697 7596 374257 10016 3770978847 8293 0.0000000 0.0000000 -0.8789060
-0.0222740 60.0 1063 7548 375014 10258 3770978974 8611 0.0000000 0.0000000 -0.8789060
-0.0081420 60.0 1221 7466 375567 10249 3770979100 8687 0.0000000 0.0000000 -0.8789060
0.0059900 60.0 1087 7274 374619 10333 3770979227 8361 0.0000000 0.0000000 -0.8789060
0.0201220 60.0 760 7518 375053 10191 3770979355 8278 0.0000000 0.0000000 -0.8789060
0.0342540 60.0 385 7503 374222 10208 3770979482 7888 0.0000000 0.0000000 -0.8789060
0.0483860 60.0 102 7518 374469 10189 3770979609 7620 0.0000000 0.0000000 -0.8789060
0.0625180 60.0 75 7462 374787 10281 3770979736 7537 0.0000000 0.0000000 -0.8789060
0.0766500 60.0 294 7635 374339 10196 3770979863 7929 0.0000000 0.0000000 -0.8789060
0.0907820 60.0 666 7584 375107 10251 3770979990 8250 0.0000000 0.0000000 -0.8789060
0.1049140 60.0 1021 7463 374866 10386 3770980117 8484 0.0000000 0.0000000 -0.8789060
