# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 386 9095 372103 10005 3771050569 9481 0.0000000 0.0000000 1.5930180
-0.0858680 60.0 121 8845 371945 9865 3771050696 8966 0.0000000 0.0000000 1.5930180
-0.0717360 60.0 49 8807 372774 10068 3771050824 8856 0.0000000 0.0000000 1.5930180
-0.0646700 60.0 73 8806 372625 9842 3771050951 8879 0.0000000 0.0000000 1.5930180
-0.0505380 60.0 227 8741 372361 9914 3771051078 8968 0.0000000 0.0000000 1.5930180
-0.0364060 60.0 546 8859 372008 9883 3771051206 9405 0.0000000 0.0000000 1.5930180
-0.0222740 60.0 818 8667 372861 9815 3771051333 9485 0.0000000 0.0000000 1.5930180
-0.0081420 60.0 922 8953 372000 9836 3771051461 9875 0.0000000 0.0000000 1.5930180
0.0059900 60.0 793 8862 372232 9825 3771051588 9655 0.0000000 0.0000000 1.5930180
0.0201220 60.0 564 8696 372047 9763 3771051715 9260 0.0000000 0.0000000 1.5930180
0.0342540 60.0 260 8772 372313 9674 3771051843 9032 0.0000000 0.0000000 1.5930180
0.0483860 60.0 76 8895 371981 9921 3771051970 8971 0.0000000 0.0000000 1.5930180
0.0625180 60.0 60 8652 371806 9897 3771052098 8712 0.0000000 0.0000000 1.5930180
0.0766500 60.0 233 8882 372142 9810 3771052225 9115 0.0000000 0.0000000 1.5930180
0.0907820 60.0 461 8823 372362 9905 3771052352 9284 0.0000000 0.0000000 1.5930180
0.1049140 60.0 759 8815 372384 9923 3771052480 9574 0.0000000 0.0000000 1.5930180
