# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 422 9069 371296 10012 3771023586 9491 0.0000000 0.0000000 0.4174800
-0.0858680 60.0 161 9134 372548 10239 3771023714 9295 0.0000000 0.0000000 0.4174800
-0.0717360 60.0 51 9171 371450 10246 3771023841 9222 0.0000000 0.0000000 0.4174800
-0.0646700 60.0 91 9259 372343 10217 3771023968 9350 0.0000000 0.0000000 0.4174800
-0.0505380 60.0 286 9162 373262 10255 3771024095 9448 0.0000000 0.0000000 0.4174800
-0.0364060 60.0 577 9183 372293 10337 3771024222 9760 0.0000000 0.0000000 0.4174800
-0.0222740 60.0 872 9107 371274 10484 3771024349 9979 0.0000000 0.0000000 0.4174800
-0.0081420 60.0 933 9291 372001 10355 3771024476 10224 0.0000000 0.0000000 0.4174800
0.0059900 60.0 847 8997 371901 10192 3771024604 9844 0.0000000 0.0000000 0.4174800
0.0201220 60.0 608 9000 372279 10117 3771024731 9608 0.0000000 0.0000000 0.4174800
0.0342540 60.0 301 9222 372360 10219 3771024858 9523 0.0000000 0.0000000 0.4174800
0.0483860 60.0 91 9064 372224 10242 3771024985 9155 0.0000000 0.0000000 0.4174800
0.0625180 60.0 66 9068 372560 10067 3771025112 9134 0.0000000 0.0000000 0.4174800
0.0766500 60.0 245 9075 371411 10211 3771025239 9320 0.0000000 0.0000000 0.4174800
0.0907820 60.0 546 9050 372904 10064 3771025366 9596 0.0000000 0.0000000 0.4174800
0.1049140 60.0 776 8997 372072 10318 3771025494 9773 0.0000000 0.0000000 0.4174800
