# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 334 9687 376643 10189 3770987188 10021 0.0000000 0.0000000 -0.4943850
-0.0858680 60.0 136 9766 375913 10259 3770987315 9902 0.0000000 0.0000000 -0.4943850
-0.0717360 60.0 46 9658 376002 10181 3770987442 9704 0.0000000 0.0000000 -0.4943850
-0.0646700 60.0 53 9560 375376 10367 3770987569 9613 0.0000000 0.0000000 -0.4943850
-0.0505380 60.0 186 9755 376051 10309 3770987696 9941 0.0000000 0.0000000 -0.4943850
-0.0364060 60.0 383 9642 375756 10207 3770987823 10025 0.0000000 0.0000000 -0.4943850
-0.0222740 60.0 614 9559 375712 10235 3770987950 10173 0.0000000 0.0000000 -0.4943850
-0.0081420 60.0 727 9683 375818 10430 3770988077 10410 0.0000000 0.0000000 -0.4943850
0.0059900 60.0 632 9715 376066 10441 3770988204 10347 0.0000000 0.0000000 -0.4943850
0.0201220 60.0 472 9669 374925 10256 3770988331 10141 0.0000000 0.0000000 -0.4943850
0.0342540 60.0 260 9681 375734 10073 3770988458 9941 0.0000000 0.0000000 -0.4943850
0.0483860 60.0 78 9666 375568 10324 3770988585 9744 0.0000000 0.0000000 -0.4943850
0.0625180 60.0 51 9690 375395 10163 3770988712 9741 0.0000000 0.0000000 -0.4943850
0.0766500 60.0 172 9821 375921 10198 3770988839 9993 0.0000000 0.0000000 -0.4943850
0.0907820 60.0 369 9649 375477 10097 3770988966 10018 0.0000000 0.0000000 -0.4943850
0.1049140 60.0 610 9742 375563 10061 3770989093 10352 0.0000000 0.0000000 -0.4943850
