* begin:	29/08/2023 17:31:36
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1.cfg
*
* no cfg file, sc file created manually
* 0	2.9882812	20.0	18956	4073	127638	49019	3776169099	72048	0.0000000	0.0000000
* Date: 29/08/2023	Time: 17:51
* Pulsetime (탎):0.000003	Looptime (탎): 301.000000	BinWidth (탎): 3.000000	BinCount: 101	measured time (s): 1200.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	110	319
1	3.00	1200.00	223	638
2	6.00	1200.00	233	652
3	9.00	1200.00	249	706
4	12.00	1200.00	251	738
5	15.00	1200.00	218	696
6	18.00	1200.00	212	675
7	21.00	1200.00	230	675
8	24.00	1200.00	224	693
9	27.00	1200.00	250	632
10	30.00	1200.00	267	625
11	33.00	1200.00	212	561
12	36.00	1200.00	223	584
13	39.00	1200.00	198	579
14	42.00	1200.00	187	460
15	45.00	1200.00	189	449
16	48.00	1200.00	161	403
17	51.00	1200.00	181	354
18	54.00	1200.00	182	353
19	57.00	1200.00	128	344
20	60.00	1200.00	140	298
21	63.00	1200.00	127	275
22	66.00	1200.00	151	273
23	69.00	1200.00	148	274
24	72.00	1200.00	163	285
25	75.00	1200.00	136	272
26	78.00	1200.00	166	286
27	81.00	1200.00	139	312
28	84.00	1200.00	139	368
29	87.00	1200.00	175	403
30	90.00	1200.00	193	447
31	93.00	1200.00	183	447
32	96.00	1200.00	210	542
33	99.00	1200.00	185	554
34	102.00	1200.00	201	700
35	105.00	1200.00	246	593
36	108.00	1200.00	234	677
37	111.00	1200.00	229	651
38	114.00	1200.00	225	699
39	117.00	1200.00	227	742
40	120.00	1200.00	232	665
41	123.00	1200.00	236	718
42	126.00	1200.00	247	671
43	129.00	1200.00	217	661
44	132.00	1200.00	235	660
45	135.00	1200.00	207	603
46	138.00	1200.00	219	573
47	141.00	1200.00	195	518
48	144.00	1200.00	167	447
49	147.00	1200.00	149	396
50	150.00	1200.00	167	396
51	153.00	1200.00	144	354
52	156.00	1200.00	169	316
53	159.00	1200.00	161	304
54	162.00	1200.00	161	295
55	165.00	1200.00	141	294
56	168.00	1200.00	143	304
57	171.00	1200.00	156	281
58	174.00	1200.00	134	320
59	177.00	1200.00	157	332
60	180.00	1200.00	164	330
61	183.00	1200.00	163	367
62	186.00	1200.00	168	397
63	189.00	1200.00	146	452
64	192.00	1200.00	195	468
65	195.00	1200.00	185	561
66	198.00	1200.00	219	554
67	201.00	1200.00	203	597
68	204.00	1200.00	213	682
69	207.00	1200.00	244	658
70	210.00	1200.00	217	648
71	213.00	1200.00	235	676
72	216.00	1200.00	230	742
73	219.00	1200.00	236	747
74	222.00	1200.00	241	691
75	225.00	1200.00	233	652
76	228.00	1200.00	244	625
77	231.00	1200.00	244	668
78	234.00	1200.00	241	619
79	237.00	1200.00	193	556
80	240.00	1200.00	215	483
81	243.00	1200.00	160	491
82	246.00	1200.00	157	414
83	249.00	1200.00	160	392
84	252.00	1200.00	179	342
85	255.00	1200.00	175	319
86	258.00	1200.00	147	313
87	261.00	1200.00	154	273
88	264.00	1200.00	161	311
89	267.00	1200.00	133	308
90	270.00	1200.00	141	286
91	273.00	1200.00	154	285
92	276.00	1200.00	143	316
93	279.00	1200.00	160	348
94	282.00	1200.00	143	370
95	285.00	1200.00	146	344
96	288.00	1200.00	143	406
97	291.00	1200.00	152	431
98	294.00	1200.00	178	499
99	297.00	1200.00	192	553
100	300.00	1200.00	167	503
* end: 29/08/2023 17:51:41
